INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
B2ts v2,2,1,0.0265,0.0141,0.0191,0.0083,0.0162,0.0054,0.0066,0.0035,0.0202,0.0094,0.0171,0.0063,Intel,2,true
B2ls v2,2,4,0.0687,0.0562,0.044,0.0332,0.0322,0.0213,0.0172,0.0141,0.0485,0.0377,0.0361,0.0253,Intel,2,true
B2s v2,2,8,0.1249,0.1125,0.0772,0.0664,0.0536,0.0427,0.0312,0.0281,0.0862,0.0754,0.0614,0.0506,Intel,2,true
B4ls v2,4,8,0.2244,0.1987,0.1392,0.1176,0.0974,0.0757,0.0561,0.0497,0.1548,0.1332,0.1111,0.0894,Intel,4,true
B4s v2,4,16,0.2501,0.2244,0.1544,0.1327,0.1071,0.0855,0.0625,0.0561,0.172,0.1504,0.1226,0.101,Intel,4,true
B8ls v2,8,16,0.4488,0.3988,0.2783,0.2351,0.1947,0.1514,0.1122,0.0997,0.3105,0.2672,0.2227,0.1795,Intel,8,true
B8s v2,8,32,0.5002,0.4502,0.3087,0.2655,0.2142,0.171,0.1251,0.1125,0.3449,0.3016,0.2459,0.2026,Intel,8,true
B16ls v2,16,32,0.8963,0.7963,0.5568,0.4702,0.3894,0.3029,0.2241,0.1991,0.62,0.5335,0.4449,0.3583,Intel,16,true
B16s v2,16,64,0.9991,0.9004,0.6174,0.5309,0.4285,0.3419,0.2498,0.2251,0.6898,0.6033,0.4917,0.4052,Intel,16,true
B32ls v2,32,64,1.7927,1.5939,1.1132,0.9402,0.7787,0.6056,0.4482,0.3985,1.241,1.0679,0.8903,0.7173,Intel,32,true
B32s v2,32,128,1.9982,1.7994,1.2349,1.0618,0.8569,0.6839,0.4995,0.4499,1.3787,1.2056,0.9828,0.8098,Intel,32,true
B2ats v2,2,1,0.0251,0.0127,0.0184,0.0076,0.0157,0.0048,0.0063,0.0032,0.0193,0.0085,0.0165,0.0057,AMD,2,true
B2als v2,2,4,0.0633,0.0508,0.0408,0.0299,0.0301,0.0193,0.0158,0.0127,0.0449,0.0341,0.0337,0.0229,AMD,2,true
B2as v2,2,8,0.1141,0.1017,0.0709,0.06,0.0495,0.0386,0.0285,0.0254,0.0789,0.0681,0.0566,0.0457,AMD,2,true
B4als v2,4,8,0.2055,0.1798,0.1278,0.1062,0.0901,0.0684,0.0514,0.045,0.1421,0.1205,0.1025,0.0809,AMD,4,true
B4as v2,4,16,0.2285,0.2028,0.1415,0.1199,0.0989,0.0773,0.0571,0.0507,0.1575,0.1359,0.1129,0.0913,AMD,4,true
B8als v2,8,16,0.4096,0.3596,0.2558,0.2125,0.1802,0.1369,0.1024,0.0899,0.2842,0.2409,0.2051,0.1618,AMD,8,true
B8as v2,8,32,0.457,0.4069,0.2832,0.24,0.1978,0.1545,0.1142,0.1017,0.3159,0.2726,0.2264,0.1831,AMD,8,true
B16als v2,16,32,0.8193,0.7206,0.5114,0.4249,0.3602,0.2737,0.2048,0.1801,0.5693,0.4828,0.4108,0.3243,AMD,16,true
B16as v2,16,64,0.9126,0.8139,0.5663,0.4798,0.3956,0.3091,0.2281,0.2035,0.6318,0.5453,0.4528,0.3662,AMD,16,true
B32als v2,32,64,1.6399,1.4398,1.023,0.8499,0.7204,0.5474,0.41,0.36,1.1377,0.9647,0.821,0.6479,AMD,32,true
B32as v2,32,128,1.8251,1.6264,1.1328,0.9598,0.7912,0.6182,0.4563,0.4066,1.2627,1.0897,0.9049,0.7319,AMD,32,true
B1s,1,1,0.0189,0.0141,0.0136,0.0082,0.0107,0.0053,N/A,N/A,0.0149,0.0095,0.0117,0.0063,Intel,1,true
B1ms,1,2,0.0333,0.028,0.0219,0.0165,0.016,0.0106,N/A,N/A,0.0243,0.0188,0.018,0.0126,Intel,1,true
B2s,2,4,0.0671,0.0562,0.0437,0.0329,0.032,0.0211,N/A,N/A,0.0487,0.0379,0.0362,0.0253,Intel,2,true
B2ms,2,8,0.1233,0.1125,0.0766,0.0657,0.0531,0.0423,N/A,N/A,0.0866,0.0758,0.0615,0.0507,Intel,2,true
B4ms,4,16,0.2461,0.2244,0.1533,0.1316,0.1062,0.0846,N/A,N/A,0.1728,0.1511,0.1228,0.1011,Intel,4,true
B8ms,8,32,0.4935,0.4502,0.3066,0.2633,0.2124,0.1691,N/A,N/A,0.3465,0.3032,0.2461,0.2029,Intel,8,true
B12ms,12,48,0.7395,0.6746,0.4598,0.3949,0.3186,0.2537,N/A,N/A,0.5193,0.4544,0.3689,0.304,Intel,12,true
B16ms,16,64,0.9869,0.9004,0.6131,0.5266,0.4248,0.3383,N/A,N/A,0.6929,0.6064,0.4922,0.4057,Intel,16,true
B20ms,20,80,1.233,1.1248,0.7664,0.6582,0.531,0.4229,N/A,N/A,0.8657,0.7576,0.615,0.5068,Intel,20,true
A1 v2,1,2,0.0879,0.0581,0.0964,0.0343,0.0843,0.0221,0.0088,0.0058,0.1015,0.0393,0.0884,0.0262,Intel,1,false
A2 v2,2,4,0.1839,0.1221,0.1965,0.0721,0.1708,0.0464,0.0184,0.0122,0.2069,0.0825,0.1794,0.055,Intel,2,false
A2m v2,2,16,0.2434,0.1609,0.219,0.0946,0.1853,0.061,0.0243,0.0161,0.2332,0.1088,0.1969,0.0725,Intel,2,false
A4 v2,4,8,0.3867,0.2582,0.4011,0.1523,0.3469,0.0981,0.0387,0.0258,0.4233,0.1746,0.3651,0.1164,Intel,4,false
A4m v2,4,32,0.4867,0.3204,0.4381,0.1894,0.3707,0.1219,0.0487,0.032,0.4654,0.2166,0.3932,0.1444,Intel,4,false
A8 v2,8,16,0.8112,0.5394,0.8158,0.3182,0.7025,0.205,0.0811,0.0539,0.8622,0.3647,0.7406,0.2431,Intel,8,false
A8m v2,8,64,0.9734,0.6422,0.8763,0.3787,0.7414,0.2439,0.0973,0.0642,0.9317,0.4342,0.7869,0.2894,Intel,8,false
D2as v5,2,8,0.2406,0.1163,0.1929,0.0685,0.1686,0.0442,0.0241,0.0116,0.2038,0.0794,0.1777,0.0533,AMD,2,true
D4as v5,4,16,0.4813,0.2325,0.386,0.1372,0.3371,0.0884,0.0481,0.0233,0.4076,0.1588,0.3554,0.1067,AMD,4,true
D8as v5,8,32,0.9626,0.4651,0.7719,0.2744,0.6742,0.1767,0.0963,0.0465,0.8152,0.3177,0.7108,0.2133,AMD,8,true
D16as v5,16,64,1.9252,0.9301,1.5438,0.5488,1.3485,0.3535,0.1925,0.093,1.6304,0.6354,1.4217,0.4267,AMD,16,true
D32as v5,32,128,3.8504,1.8603,3.0877,1.0976,2.697,0.7069,0.385,0.186,3.2608,1.2708,2.8434,0.8533,AMD,32,true
D48as v5,48,192,5.7755,2.7904,4.6315,1.6464,4.0455,1.0604,0.5776,0.279,4.8912,1.9061,4.2651,1.28,AMD,48,true
D64as v5,64,256,7.7007,3.7206,6.1752,2.1951,5.394,1.4138,0.7701,0.3721,6.5217,2.5415,5.6868,1.7066,AMD,64,true
D96as v5,96,384,11.5511,5.5808,9.2629,3.2927,8.0909,2.1207,1.1551,0.5581,9.7825,3.8123,8.5301,2.5599,AMD,96,true
D2ads v5,2,8,0.2636,0.1393,0.2065,0.0821,0.1773,0.0529,0.0264,0.0139,0.2199,0.0955,0.1881,0.0637,AMD,2,true
D4ads v5,4,16,0.5273,0.2785,0.4131,0.1644,0.3546,0.1058,0.0527,0.0279,0.4398,0.1911,0.3762,0.1275,AMD,4,true
D8ads v5,8,32,1.0545,0.557,0.8261,0.3286,0.7092,0.2116,0.1055,0.0557,0.8796,0.3821,0.7525,0.2549,AMD,8,true
D16ads v5,16,64,2.109,1.114,1.6523,0.6573,1.4184,0.4233,0.2109,0.1114,1.7592,0.7642,1.5049,0.5099,AMD,16,true
D32ads v5,32,128,4.2181,2.228,3.3047,1.3146,2.8367,0.8467,0.4218,0.2228,3.5185,1.5284,3.0098,1.0198,AMD,32,true
D48ads v5,48,192,6.3271,3.342,4.9569,1.9718,4.2551,1.27,0.6327,0.3342,5.2777,2.2926,4.5147,1.5296,AMD,48,true
D64ads v5,64,256,8.4362,4.456,6.6092,2.629,5.6734,1.6933,0.8436,0.4456,7.037,3.0568,6.0197,2.0395,AMD,64,true
D96ads v5,96,384,12.6543,6.684,9.9139,3.9437,8.5102,2.5399,1.2654,0.6684,10.5555,4.5852,9.0295,3.0593,AMD,96,true
D2a v4,2,8,0.2542,0.1298,0.2006,0.0762,0.1732,0.0488,0.0254,0.013,0.2134,0.089,0.1841,0.0597,AMD,2,false
D4a v4,4,16,0.5083,0.2596,0.4014,0.1526,0.3463,0.0976,0.0508,0.026,0.4267,0.178,0.3682,0.1195,AMD,4,false
D8a v4,8,32,1.0167,0.5191,0.8028,0.3053,0.6927,0.1952,0.1017,0.0519,0.8535,0.356,0.7364,0.2389,AMD,8,false
D16a v4,16,64,2.0333,1.0383,1.6056,0.6105,1.3854,0.3904,0.2033,0.1038,1.707,0.712,1.4729,0.4778,AMD,16,false
D32a v4,32,128,4.0667,2.0766,3.2112,1.2211,2.7709,0.7808,0.4067,0.2077,3.414,1.4239,2.9457,0.9557,AMD,32,false
D48a v4,48,192,6.1,3.1149,4.8167,1.8316,4.1563,1.1712,0.61,0.3115,5.121,2.1359,4.4186,1.4335,AMD,48,false
D64a v4,64,256,8.1333,4.1532,6.4223,2.4421,5.5417,1.5616,0.8133,0.4153,6.828,2.8478,5.8914,1.9113,AMD,64,false
D96a v4,96,384,12.2,6.2298,9.6333,3.6631,8.3126,2.3424,1.22,0.623,10.242,4.2718,8.8372,2.8669,AMD,96,false
D2as v4,2,8,0.2542,0.1298,0.2006,0.0762,0.1732,0.0488,0.0254,0.013,0.2134,0.089,0.1841,0.0597,AMD,2,true
D4as v4,4,16,0.5083,0.2596,0.4014,0.1526,0.3463,0.0976,0.0508,0.026,0.4267,0.178,0.3682,0.1195,AMD,4,true
D8as v4,8,32,1.0167,0.5191,0.8028,0.3053,0.6927,0.1952,0.1017,0.0519,0.8535,0.356,0.7364,0.2389,AMD,8,true
D16as v4,16,64,2.0333,1.0383,1.6056,0.6105,1.3854,0.3904,0.2033,0.1038,1.707,0.712,1.4729,0.4778,AMD,16,true
D32as v4,32,128,4.0667,2.0766,3.2112,1.2211,2.7709,0.7808,0.4067,0.2077,3.414,1.4239,2.9457,0.9557,AMD,32,true
D48as v4,48,192,6.1,3.1149,4.8167,1.8316,4.1563,1.1712,0.61,0.3115,5.121,2.1359,4.4186,1.4335,AMD,48,true
D64as v4,64,256,8.1333,4.1532,6.4223,2.4421,5.5417,1.5616,0.8133,0.4153,6.828,2.8478,5.8914,1.9113,AMD,64,true
D96as v4,96,384,12.2,6.2298,9.6333,3.6631,8.3126,2.3424,1.22,0.623,10.242,4.2718,8.8372,2.8669,AMD,96,true
D2d v5,2,8,0.2771,0.1528,0.2145,0.0901,0.1824,0.058,0.0277,0.0153,0.2288,0.1044,0.1942,0.0698,Intel,2,false
D4d v5,4,16,0.5543,0.3055,0.429,0.1803,0.3649,0.1161,0.0554,0.0306,0.4576,0.2088,0.3883,0.1395,Intel,4,false
D8d v5,8,32,1.1086,0.6111,0.858,0.3605,0.7297,0.2322,0.1109,0.0611,0.9152,0.4177,0.7766,0.2791,Intel,8,false
D16d v5,16,64,2.2172,1.2222,1.7161,0.721,1.4595,0.4644,0.2217,0.1222,1.8304,0.8353,1.5532,0.5582,Intel,16,false
D32d v5,32,128,4.4344,2.4443,3.4322,1.4421,2.9189,0.9288,0.4434,0.2444,3.6608,1.6707,3.1064,1.1163,Intel,32,false
D48d v5,48,192,6.6516,3.6665,5.1484,2.1633,4.3784,1.3933,0.6652,0.3666,5.4911,2.506,4.6596,1.6745,Intel,48,false
D64d v5,64,256,8.8688,4.8887,6.8645,2.8843,5.8378,1.8577,0.8869,0.4889,7.3215,3.3414,6.2128,2.2327,Intel,64,false
D96d v5,96,384,13.3032,7.333,10.2966,4.3264,8.7567,2.7865,1.3303,0.7333,10.9823,5.0121,9.3192,3.349,Intel,96,false
D2ds v5,2,8,0.2771,0.1528,0.2145,0.0901,0.1824,0.058,0.0277,0.0153,0.2288,0.1044,0.1942,0.0698,Intel,2,true
D4ds v5,4,16,0.5543,0.3055,0.429,0.1803,0.3649,0.1161,0.0554,0.0306,0.4576,0.2088,0.3883,0.1395,Intel,4,true
D8ds v5,8,32,1.1086,0.6111,0.858,0.3605,0.7297,0.2322,0.1109,0.0611,0.9152,0.4177,0.7766,0.2791,Intel,8,true
D16ds v5,16,64,2.2172,1.2222,1.7161,0.721,1.4595,0.4644,0.2217,0.1222,1.8304,0.8353,1.5532,0.5582,Intel,16,true
D32ds v5,32,128,4.4344,2.4443,3.4322,1.4421,2.9189,0.9288,0.4434,0.2444,3.6608,1.6707,3.1064,1.1163,Intel,32,true
D48ds v5,48,192,6.6516,3.6665,5.1484,2.1633,4.3784,1.3933,0.6652,0.3666,5.4911,2.506,4.6596,1.6745,Intel,48,true
D64ds v5,64,256,8.8688,4.8887,6.8645,2.8843,5.8378,1.8577,0.8869,0.4889,7.3215,3.3414,6.2128,2.2327,Intel,64,true
D96ds v5,96,384,13.3032,7.333,10.2966,4.3264,8.7567,2.7865,1.3303,0.7333,10.9823,5.0121,9.3192,3.349,Intel,96,true
D2 v5,2,8,0.2542,0.1298,0.2009,0.0765,0.1737,0.0493,0.0254,0.013,0.2134,0.089,0.1841,0.0597,Intel,2,false
D4 v5,4,16,0.5083,0.2596,0.4019,0.1531,0.3474,0.0986,0.0508,0.026,0.4268,0.178,0.3682,0.1195,Intel,4,false
D8 v5,8,32,1.0167,0.5191,0.8039,0.3064,0.6948,0.1973,0.1017,0.0519,0.8536,0.356,0.7364,0.2389,Intel,8,false
D16 v5,16,64,2.0333,1.0383,1.6076,0.6125,1.3896,0.3946,0.2033,0.1038,1.7071,0.7121,1.4729,0.4778,Intel,16,false
D32 v5,32,128,4.0667,2.0766,3.2153,1.2252,2.7792,0.7891,0.4067,0.2077,3.4142,1.4241,2.9457,0.9557,Intel,32,false
D48 v5,48,192,6.1,3.1149,4.8229,1.8378,4.1688,1.1837,0.61,0.3115,5.1213,2.1362,4.4186,1.4335,Intel,48,false
D64 v5,64,256,8.1333,4.1532,6.4305,2.4503,5.5583,1.5782,0.8133,0.4153,6.8284,2.8483,5.8914,1.9113,Intel,64,false
D96 v5,96,384,12.2,6.2298,9.6458,3.6756,8.3375,2.3673,1.22,0.623,10.2426,4.2724,8.8372,2.8669,Intel,96,false
D2s v5,2,8,0.2542,0.1298,0.2009,0.0765,0.1737,0.0493,0.0254,0.013,0.2134,0.089,0.1841,0.0597,Intel,2,true
D4s v5,4,16,0.5083,0.2596,0.4019,0.1531,0.3474,0.0986,0.0508,0.026,0.4268,0.178,0.3682,0.1195,Intel,4,true
D8s v5,8,32,1.0167,0.5191,0.8039,0.3064,0.6948,0.1973,0.1017,0.0519,0.8536,0.356,0.7364,0.2389,Intel,8,true
D16s v5,16,64,2.0333,1.0383,1.6076,0.6125,1.3896,0.3946,0.2033,0.1038,1.7071,0.7121,1.4729,0.4778,Intel,16,true
D32s v5,32,128,4.0667,2.0766,3.2153,1.2252,2.7792,0.7891,0.4067,0.2077,3.4142,1.4241,2.9457,0.9557,Intel,32,true
D48s v5,48,192,6.1,3.1149,4.8229,1.8378,4.1688,1.1837,0.61,0.3115,5.1213,2.1362,4.4186,1.4335,Intel,48,true
D64s v5,64,256,8.1333,4.1532,6.4305,2.4503,5.5583,1.5782,0.8133,0.4153,6.8284,2.8483,5.8914,1.9113,Intel,64,true
D96s v5,96,384,12.2,6.2298,9.6458,3.6756,8.3375,2.3673,1.22,0.623,10.2426,4.2724,8.8372,2.8669,Intel,96,true
D2ls v5,2,4,0.2393,0.1149,0.1921,0.0677,0.1681,0.0437,0.0598,0.0287,0.2014,0.077,0.1749,0.0506,Intel,2,true
D4ls v5,4,8,0.4786,0.2298,0.3844,0.1357,0.3361,0.0873,0.1196,0.0575,0.4027,0.154,0.3499,0.1011,Intel,4,true
D8ls v5,8,16,0.9572,0.4597,0.7687,0.2712,0.6722,0.1747,0.2393,0.1149,0.8055,0.308,0.6998,0.2023,Intel,8,true
D16ls v5,16,32,1.9144,0.9193,1.5375,0.5425,1.3444,0.3494,0.4786,0.2298,1.611,0.6159,1.3995,0.4045,Intel,16,true
D32ls v5,32,64,3.8287,1.8387,3.0749,1.0848,2.6888,0.6987,0.9572,0.4597,3.222,1.2319,2.7991,0.809,Intel,32,true
D48ls v5,48,96,5.7431,2.758,4.6124,1.6273,4.0331,1.048,1.4358,0.6895,4.833,1.8478,4.1986,1.2135,Intel,48,true
D64ls v5,64,128,7.6574,3.6773,6.1497,2.1696,5.3775,1.3974,1.9144,0.9193,6.4439,2.4638,5.5982,1.618,Intel,64,true
D96ls v5,96,192,11.4862,5.516,9.2246,3.2544,8.0663,2.0961,2.8715,1.379,9.6659,3.6957,8.3972,2.427,Intel,96,true
D2lds v5,2,4,0.2542,0.1298,0.2009,0.0765,0.1711,0.0467,0.0635,0.0324,0.2113,0.087,0.1815,0.0571,Intel,2,true
D4lds v5,4,8,0.5083,0.2596,0.4019,0.1531,0.3422,0.0934,0.1271,0.0649,0.4227,0.1739,0.363,0.1142,Intel,4,true
D8lds v5,8,16,1.0167,0.5191,0.8039,0.3064,0.6844,0.1869,0.2542,0.1298,0.8453,0.3478,0.7259,0.2284,Intel,8,true
D16lds v5,16,32,2.0333,1.0383,1.6076,0.6125,1.3688,0.3738,0.5083,0.2596,1.6907,0.6957,1.4519,0.4569,Intel,16,true
D32lds v5,32,64,4.0667,2.0766,3.2153,1.2252,2.7377,0.7476,1.0167,0.5191,3.3814,1.3913,2.9038,0.9137,Intel,32,true
D48lds v5,48,96,6.1,3.1149,4.8229,1.8378,4.1065,1.1214,1.525,0.7787,5.0721,2.087,4.3557,1.3706,Intel,48,true
D64lds v5,64,128,8.1333,4.1532,6.4305,2.4503,5.4753,1.4952,2.0333,1.0383,6.7628,2.7826,5.8075,1.8274,Intel,64,true
D96lds v5,96,192,12.2,6.2298,9.6458,3.6756,8.2129,2.2427,3.05,1.5574,10.1442,4.174,8.7113,2.7411,Intel,96,true
DC2ads v5,2,8,0.2636,0.1393,0.2358,0.1114,0.2079,0.0836,0.1845,0.0975,0.2423,0.1179,0.2149,0.0905,AMD,2,true
DC4ads v5,4,16,0.5273,0.2785,0.4716,0.2229,0.4158,0.1671,0.3691,0.195,0.4846,0.2358,0.4298,0.1811,AMD,4,true
DC8ads v5,8,32,1.0545,0.557,0.9431,0.4456,0.8317,0.3342,0.7382,0.3899,0.9692,0.4717,0.8596,0.3621,AMD,8,true
DC16ads v5,16,64,2.109,1.114,1.8863,0.8913,1.6635,0.6684,1.4763,0.7798,1.9384,0.9433,1.7192,0.7242,AMD,16,true
DC32ads v5,32,128,4.2181,2.228,3.7725,1.7824,3.3269,1.3368,2.9527,1.5596,3.8768,1.8867,3.4385,1.4484,AMD,32,true
DC48ads v5,48,192,6.3271,3.342,5.6588,2.6737,4.9903,2.0052,4.429,2.3394,5.8151,2.83,5.1578,2.1727,AMD,48,true
DC64ads v5,64,256,8.4362,4.456,7.5449,3.5648,6.6537,2.6736,5.9053,3.1192,7.7535,3.7734,6.877,2.8969,AMD,64,true
DC96ads v5,96,384,12.6543,6.684,11.3175,5.3473,9.9806,4.0104,8.858,4.6788,11.6303,5.66,10.3155,4.3453,AMD,96,true
DC2as v5,2,8,0.2406,0.1163,0.2174,0.0931,0.1941,0.0698,0.1685,0.0814,0.2227,0.0983,0.2,0.0757,AMD,2,true
DC4as v5,4,16,0.4813,0.2325,0.4347,0.186,0.3883,0.1395,0.3369,0.1628,0.4453,0.1966,0.4001,0.1513,AMD,4,true
DC8as v5,8,32,0.9626,0.4651,0.8696,0.3721,0.7765,0.279,0.6738,0.3255,0.8907,0.3932,0.8002,0.3027,AMD,8,true
DC16as v5,16,64,1.9252,0.9301,1.7392,0.7442,1.5531,0.5581,1.3476,0.6511,1.7814,0.7863,1.6004,0.6053,AMD,16,true
DC32as v5,32,128,3.8504,1.8603,3.4783,1.4882,3.1063,1.1162,2.6952,1.3022,3.5628,1.5727,3.2007,1.2107,AMD,32,true
DC48as v5,48,192,5.7755,2.7904,5.2175,2.2324,4.6593,1.6742,4.0429,1.9533,5.3441,2.359,4.8011,1.816,AMD,48,true
DC64as v5,64,256,7.7007,3.7206,6.9566,2.9765,6.2125,2.2324,5.3905,2.6044,7.1255,3.1454,6.4015,2.4213,AMD,64,true
DC96as v5,96,384,11.5511,5.5808,10.4349,4.4647,9.3187,3.3485,8.0857,3.9066,10.6883,4.718,9.6022,3.632,AMD,96,true
D2d v4,2,8,0.2771,0.1528,0.2142,0.0898,0.1818,0.0575,0.0277,0.0153,0.2288,0.1044,0.1942,0.0698,Intel,2,false
D4d v4,4,16,0.5543,0.3055,0.4284,0.1796,0.3636,0.1149,0.0554,0.0306,0.4576,0.2088,0.3883,0.1395,Intel,4,false
D8d v4,8,32,1.1086,0.6111,0.8568,0.3593,0.7273,0.2298,0.1109,0.0611,0.9152,0.4177,0.7766,0.2791,Intel,8,false
D16d v4,16,64,2.2172,1.2222,1.7136,0.7186,1.4546,0.4596,0.2217,0.1222,1.8304,0.8353,1.5532,0.5582,Intel,16,false
D32d v4,32,128,4.4344,2.4443,3.4274,1.4373,2.9091,0.919,0.4434,0.2444,3.6608,1.6707,3.1064,1.1163,Intel,32,false
D48d v4,48,192,6.6516,3.6665,5.141,2.1559,4.3637,1.3786,0.6652,0.3666,5.4911,2.506,4.6596,1.6745,Intel,48,false
D64d v4,64,256,8.8688,4.8887,6.8547,2.8746,5.8183,1.8382,0.8869,0.4889,7.3215,3.3414,6.2128,2.2327,Intel,64,false
D2ds v4,2,8,0.2771,0.1528,0.2142,0.0898,0.1818,0.0575,0.0277,0.0153,0.2288,0.1044,0.1942,0.0698,Intel,2,true
D4ds v4,4,16,0.5543,0.3055,0.4284,0.1796,0.3636,0.1149,0.0554,0.0306,0.4576,0.2088,0.3883,0.1395,Intel,4,true
D8ds v4,8,32,1.1086,0.6111,0.8568,0.3593,0.7273,0.2298,0.1109,0.0611,0.9152,0.4177,0.7766,0.2791,Intel,8,true
D16ds v4,16,64,2.2172,1.2222,1.7136,0.7186,1.4546,0.4596,0.2217,0.1222,1.8304,0.8353,1.5532,0.5582,Intel,16,true
D32ds v4,32,128,4.4344,2.4443,3.4274,1.4373,2.9091,0.919,0.4434,0.2444,3.6608,1.6707,3.1064,1.1163,Intel,32,true
D48ds v4,48,192,6.6516,3.6665,5.141,2.1559,4.3637,1.3786,0.6652,0.3666,5.4911,2.506,4.6596,1.6745,Intel,48,true
D64ds v4,64,256,8.8688,4.8887,6.8547,2.8746,5.8183,1.8382,0.8869,0.4889,7.3215,3.3414,6.2128,2.2327,Intel,64,true
D2 v4,2,8,0.2542,0.1298,0.2009,0.0765,0.1737,0.0493,0.0254,0.013,0.2134,0.089,0.1841,0.0597,Intel,2,false
D4 v4,4,16,0.5083,0.2596,0.4019,0.1531,0.3474,0.0986,0.0508,0.026,0.4268,0.178,0.3682,0.1195,Intel,4,false
D8 v4,8,32,1.0167,0.5191,0.8039,0.3064,0.6948,0.1973,0.1017,0.0519,0.8536,0.356,0.7364,0.2389,Intel,8,false
D16 v4,16,64,2.0333,1.0383,1.6076,0.6125,1.3896,0.3946,0.2033,0.1038,1.7071,0.7121,1.4729,0.4778,Intel,16,false
D32 v4,32,128,4.0667,2.0766,3.2153,1.2252,2.7792,0.7891,0.4067,0.2077,3.4142,1.4241,2.9457,0.9557,Intel,32,false
D48 v4,48,192,6.1,3.1149,4.8229,1.8378,4.1688,1.1837,0.61,0.3115,5.1213,2.1362,4.4186,1.4335,Intel,48,false
D64 v4,64,256,8.1333,4.1532,6.4305,2.4503,5.5583,1.5782,0.8133,0.4153,6.8284,2.8483,5.8914,1.9113,Intel,64,false
D2s v4,2,8,0.2542,0.1298,0.2006,0.0762,0.1732,0.0488,0.0254,0.013,0.2134,0.089,0.1841,0.0597,Intel,2,true
D4s v4,4,16,0.5083,0.2596,0.4014,0.1526,0.3463,0.0976,0.0508,0.026,0.4268,0.178,0.3682,0.1195,Intel,4,true
D8s v4,8,32,1.0167,0.5191,0.8028,0.3053,0.6927,0.1952,0.1017,0.0519,0.8536,0.356,0.7364,0.2389,Intel,8,true
D16s v4,16,64,2.0333,1.0383,1.6056,0.6105,1.3854,0.3904,0.2033,0.1038,1.7071,0.7121,1.4729,0.4778,Intel,16,true
D32s v4,32,128,4.0667,2.0766,3.2112,1.2211,2.7709,0.7808,0.4067,0.2077,3.4142,1.4241,2.9457,0.9557,Intel,32,true
D48s v4,48,192,6.1,3.1149,4.8167,1.8316,4.1563,1.1712,0.61,0.3115,5.1213,2.1362,4.4186,1.4335,Intel,48,true
D64s v4,64,256,8.1333,4.1532,6.4223,2.4421,5.5417,1.5616,0.8133,0.4153,6.8284,2.8483,5.8914,1.9113,Intel,64,true
D2 v3,2,8,0.2542,0.1298,0.2017,0.0773,0.1742,0.0498,0.0254,0.013,0.2368,0.1124,0.2131,0.0887,Intel,2,false
D4 v3,4,16,0.5083,0.2596,0.4036,0.1548,0.3484,0.0997,0.0508,0.026,0.4736,0.2248,0.4262,0.1774,Intel,4,false
D8 v3,8,32,1.0167,0.5191,0.8071,0.3096,0.6968,0.1992,0.1017,0.0519,0.9471,0.4496,0.8524,0.3548,Intel,8,false
D16 v3,16,64,2.0333,1.0383,1.6142,0.6192,1.3936,0.3985,0.2033,0.1038,1.8943,0.8993,1.7047,0.7097,Intel,16,false
D32 v3,32,128,4.0667,2.0766,3.2284,1.2384,2.7871,0.7971,0.4067,0.2077,3.7886,1.7985,3.4094,1.4194,Intel,32,false
D48 v3,48,192,6.1,3.1149,4.7812,1.7961,4.1532,1.1681,0.61,0.3115,5.6829,2.6978,5.1141,2.129,Intel,48,false
D64 v3,64,256,8.1333,4.1532,6.4569,2.4767,5.5743,1.5942,0.8133,0.4153,7.5772,3.5971,6.8188,2.8387,Intel,64,false
D2s v3,2,8,0.2542,0.1298,0.2017,0.0773,0.1742,0.0498,0.0254,0.013,0.2368,0.1124,0.2131,0.0887,Intel,2,true
D4s v3,4,16,0.5083,0.2596,0.4036,0.1548,0.3484,0.0997,0.0508,0.026,0.4736,0.2248,0.4262,0.1774,Intel,4,true
D8s v3,8,32,1.0167,0.5191,0.8071,0.3096,0.6968,0.1992,0.1017,0.0519,0.9471,0.4496,0.8524,0.3548,Intel,8,true
D16s v3,16,64,2.0333,1.0383,1.6142,0.6192,1.3936,0.3985,0.2033,0.1038,1.8943,0.8993,1.7047,0.7097,Intel,16,true
D32s v3,32,128,4.0667,2.0766,3.2284,1.2384,2.7871,0.7971,0.4067,0.2077,3.7886,1.7985,3.4094,1.4194,Intel,32,true
D48s v3,48,192,6.1,3.1149,4.7812,1.7961,4.1532,1.1681,0.61,0.3115,5.6829,2.6978,5.1141,2.129,Intel,48,true
D64s v3,64,256,8.1333,4.1532,6.4569,2.4767,5.5743,1.5942,0.8133,0.4153,7.5772,3.5971,6.8188,2.8387,Intel,64,true
DC1s v3,1,8,0.192,0.1298,0.1661,0.1039,0.1401,0.0779,0.0192,0.013,0.1721,0.1099,0.1468,0.0846,Intel,1,true
