INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
DC2s v3,2,16,0.384,0.2596,0.3321,0.2077,0.2801,0.1557,0.0384,0.026,0.3442,0.2198,0.2935,0.1692,Intel,2,true
DC4s v3,4,32,0.7679,0.5191,0.6641,0.4153,0.5602,0.3115,0.0768,0.0519,0.6883,0.4396,0.5871,0.3383,Intel,4,true
DC8s v3,8,64,1.5358,1.0383,1.3281,0.8306,1.1205,0.623,0.1536,0.1038,1.3767,0.8791,1.1742,0.6767,Intel,8,true
DC16s v3,16,128,3.0716,2.0766,2.6563,1.6612,2.241,1.246,0.3072,0.2077,2.7533,1.7583,2.3484,1.3533,Intel,16,true
DC24s v3,24,192,4.6074,3.1149,3.9844,2.4918,3.3615,1.8689,0.4607,0.3115,4.1299,2.6374,3.5225,2.03,Intel,24,true
DC32s v3,32,256,6.1433,4.1532,5.3127,3.3226,4.482,2.4919,0.6143,0.4153,5.5066,3.5165,4.6967,2.7066,Intel,32,true
DC48s v3,48,384,9.2149,6.2298,7.969,4.9839,6.723,3.7379,0.9215,0.623,8.2599,5.2748,7.0451,4.0599,Intel,48,true
DC1ds v3,1,8,0.215,0.1528,0.1844,0.1222,0.1539,0.0917,0.0215,0.0153,0.1914,0.1292,0.1614,0.0992,Intel,1,true
DC2ds v3,2,16,0.4299,0.3055,0.3688,0.2445,0.3077,0.1834,0.043,0.0306,0.3828,0.2584,0.3228,0.1985,Intel,2,true
DC4ds v3,4,32,0.8598,0.6111,0.7377,0.4889,0.6154,0.3666,0.086,0.0611,0.7655,0.5167,0.6457,0.3969,Intel,4,true
DC8ds v3,8,64,1.7197,1.2222,1.4752,0.9777,1.2308,0.7333,0.172,0.1222,1.531,1.0335,1.2913,0.7938,Intel,8,true
DC16ds v3,16,128,3.4394,2.4443,2.9504,1.9554,2.4617,1.4666,0.3439,0.2444,3.062,2.0669,2.5826,1.5876,Intel,16,true
DC24ds v3,24,192,5.159,3.6665,4.4258,2.9332,3.6925,2.1999,0.5159,0.3666,4.5929,3.1004,3.8739,2.3814,Intel,24,true
DC32ds v3,32,256,6.8787,4.8887,5.901,3.9109,4.9233,2.9332,0.6879,0.4889,6.1239,4.1338,5.1652,3.1752,Intel,32,true
DC48ds v3,48,384,10.3181,7.333,8.8514,5.8663,7.3849,4.3998,1.0318,0.7333,9.1859,6.2008,7.7479,4.7628,Intel,48,true
D1 v2,1,3.5,0.1703,0.0987,0.1039,0.0417,0.0895,0.0273,0.0177,0.0099,0.1477,0.0855,0.1297,0.0675,Intel,1,false
D2 v2,2,7,0.3407,0.1974,0.2079,0.0835,0.179,0.0546,0.0355,0.0197,0.2953,0.171,0.2593,0.1349,Intel,2,false
D3 v2,4,14,0.6814,0.3961,0.4158,0.167,0.358,0.1093,0.071,0.0396,0.5918,0.3431,0.5195,0.2708,Intel,4,false
D4 v2,8,28,1.3628,0.7909,0.8327,0.3352,0.7148,0.2173,0.142,0.0791,1.1825,0.685,1.0381,0.5406,Intel,8,false
D5 v2,16,56,2.7255,1.5818,1.6655,0.6704,1.4296,0.4346,0.284,0.1582,2.365,1.37,2.0762,1.0812,Intel,16,false
DS1 v2,1,3.5,0.1703,0.0987,0.1039,0.0417,0.0895,0.0273,0.0177,0.0099,0.1477,0.0855,0.1297,0.0675,Intel,1,false
DS2 v2,2,7,0.3407,0.1974,0.2079,0.0835,0.179,0.0546,0.0355,0.0197,0.2953,0.171,0.2593,0.1349,Intel,2,false
DS3 v2,4,14,0.6814,0.3961,0.4158,0.167,0.358,0.1093,0.071,0.0396,0.5918,0.3431,0.5195,0.2708,Intel,4,false
DS4 v2,8,28,1.3628,0.7909,0.8327,0.3352,0.7148,0.2173,0.142,0.0791,1.1825,0.685,1.0381,0.5406,Intel,8,false
DS5 v2,16,56,2.7255,1.5818,1.6655,0.6704,1.4296,0.4346,0.284,0.1582,2.365,1.37,2.0762,1.0812,Intel,16,false
DC1s v2,1,4,0.192,0.1298,0.1661,0.1039,0.1595,0.0973,0.0192,0.013,0.1702,0.108,0.1423,0.0801,Intel,1,true
DC2s v2,2,8,0.384,0.2596,0.3321,0.2077,0.319,0.1947,0.0384,0.026,0.3404,0.2161,0.2845,0.1601,Intel,2,true
DC4s v2,4,16,0.7679,0.5191,0.6641,0.4153,0.6381,0.3894,0.0768,0.0519,0.6809,0.4321,0.569,0.3203,Intel,4,true
DC8 v2,8,32,1.5358,1.0383,1.3281,0.8306,1.2762,0.7787,0.1536,0.1038,1.3618,0.8643,1.138,0.6405,Intel,8,false
F2s v2,2,4,0.2204,0.1144,0.192,0.0676,0.1663,0.0419,0.022,0.0114,0.2017,0.0773,0.1745,0.0501,Intel,2,true
F4s v2,4,8,0.4407,0.2285,0.384,0.1352,0.3326,0.0838,0.0441,0.0228,0.4032,0.1545,0.3489,0.1001,Intel,4,true
F8s v2,8,16,0.8801,0.457,0.7678,0.2702,0.6652,0.1677,0.088,0.0457,0.8065,0.3089,0.6977,0.2002,Intel,8,true
F16s v2,16,32,1.7602,0.9153,1.5357,0.5406,1.3303,0.3353,0.176,0.0915,1.6138,0.6188,1.396,0.401,Intel,16,true
F32s v2,32,64,3.5205,1.8292,3.0713,1.0812,2.6605,0.6704,0.352,0.1829,3.2268,1.2367,2.7914,0.8014,Intel,32,true
F48s v2,48,96,5.7323,2.7445,4.6068,1.6217,3.9752,0.9901,0.5732,0.2744,4.8406,1.8555,4.1874,1.2023,Intel,48,true
F64s v2,64,128,7.0423,3.6584,6.1426,2.1625,5.321,1.3408,0.7042,0.3658,6.4536,2.4734,5.5829,1.6027,Intel,64,true
F72s v2,72,144,7.9224,4.1167,6.9102,2.4326,5.9865,1.5089,0.7922,0.4117,7.2609,2.7833,6.2812,1.8035,Intel,72,true
F1,1,2,0.1294,0.0672,0.104,0.0418,0.0884,0.0262,0.0135,0.0067,0.1204,0.0582,0.1081,0.0459,Intel,1,false
F2,2,4,0.2596,0.1338,0.208,0.0836,0.1768,0.0525,0.027,0.0134,0.2403,0.1159,0.2159,0.0915,Intel,2,false
F4,4,8,0.5178,0.269,0.4174,0.1687,0.355,0.1063,0.054,0.0269,0.4818,0.233,0.4327,0.1839,Intel,4,false
F8,8,16,1.0356,0.5381,0.8324,0.3349,0.7101,0.2126,0.1079,0.0538,0.9635,0.466,0.8653,0.3678,Intel,8,false
F16,16,32,2.0712,1.0762,1.6664,0.6714,1.4202,0.4252,0.2158,0.1076,1.9271,0.9321,1.7306,0.7356,Intel,16,false
F1s,1,2,0.1294,0.0672,0.104,0.0418,0.0884,0.0262,0.0135,0.0067,0.1204,0.0582,0.1081,0.0459,Intel,1,true
F2s,2,4,0.2596,0.1338,0.208,0.0836,0.1768,0.0525,0.027,0.0134,0.2403,0.1159,0.2159,0.0915,Intel,2,true
F4s,4,8,0.5178,0.269,0.4174,0.1687,0.355,0.1063,0.054,0.0269,0.4818,0.233,0.4327,0.1839,Intel,4,true
F8s,8,16,1.0356,0.5381,0.8324,0.3349,0.7101,0.2126,0.1079,0.0538,0.9635,0.466,0.8653,0.3678,Intel,8,true
F16s,16,32,2.0712,1.0762,1.6664,0.6714,1.4202,0.4252,0.2158,0.1076,1.9271,0.9321,1.7306,0.7356,Intel,16,true
FX4mds,4,84,0.7517,0.5029,0.5455,0.2968,0.4298,0.181,0.0752,0.0505,0.6674,0.4186,0.559,0.3103,Intel,4,true
FX12mds,12,252,2.2551,1.5088,1.6365,0.8902,1.2894,0.5431,0.2255,0.1515,2.0022,1.2559,1.677,0.9308,Intel,12,true
FX24mds,24,504,4.5101,3.0176,3.2729,1.7804,2.5789,1.0863,0.451,0.303,4.0044,2.5118,3.3541,1.8615,Intel,24,true
FX36mds,36,756,6.7652,4.5263,4.9094,2.6706,3.8683,1.6295,0.6765,0.4544,6.0066,3.7677,5.0311,2.7923,Intel,36,true
FX48mds,48,1008,9.0202,6.0351,6.5459,3.5608,5.1577,2.1726,0.902,0.6059,8.0087,5.0236,6.7082,3.7231,Intel,48,true
E2as v5,2,16,0.2771,0.1528,0.2145,0.0901,0.1824,0.058,0.0277,0.0153,0.228,0.1036,0.1967,0.0723,AMD,2,true
E4as v5,4,32,0.5543,0.3055,0.429,0.1803,0.3649,0.1161,0.0554,0.0306,0.4559,0.2072,0.3934,0.1446,AMD,4,true
E8as v5,8,64,1.1086,0.6111,0.858,0.3605,0.7297,0.2322,0.1109,0.0611,0.9119,0.4144,0.7868,0.2893,AMD,8,true
E16as v5,16,128,2.2172,1.2222,1.7161,0.721,1.4595,0.4644,0.2217,0.1222,1.8238,0.8287,1.5736,0.5786,AMD,16,true
E20as v5,20,160,2.7715,1.5277,2.1451,0.9013,1.8243,0.5805,0.2771,0.1528,2.2797,1.0359,1.967,0.7232,AMD,20,true
E32as v5,32,256,4.4344,2.4443,3.4322,1.4421,2.9189,0.9288,0.4434,0.2444,3.6476,1.6575,3.1472,1.1571,AMD,32,true
E48as v5,48,384,6.6516,3.6665,5.1484,2.1633,4.3784,1.3933,0.6652,0.3666,5.4714,2.4862,4.7208,1.7357,AMD,48,true
E64as v5,64,512,8.8688,4.8887,6.8645,2.8843,5.8378,1.8577,0.8869,0.4889,7.2951,3.315,6.2944,2.3143,AMD,64,true
E96as v5,96,672,13.3032,7.333,10.2966,4.3264,8.7567,2.7865,1.3303,0.7333,10.9427,4.9725,9.4416,3.4714,AMD,96,true
E2ads v5,2,16,0.3015,0.1771,0.2289,0.1045,0.1917,0.0673,0.0301,0.0177,0.2446,0.1203,0.2072,0.0828,AMD,2,true
E4ads v5,4,32,0.603,0.3542,0.4577,0.209,0.3833,0.1346,0.0603,0.0354,0.4893,0.2405,0.4143,0.1656,AMD,4,true
E8ads v5,8,64,1.2059,0.7084,0.9154,0.4179,0.7667,0.2692,0.1206,0.0708,0.9786,0.4811,0.8287,0.3312,AMD,8,true
E16ads v5,16,128,2.4119,1.4168,1.8309,0.8359,1.5334,0.5384,0.2412,0.1417,1.9572,0.9622,1.6574,0.6624,AMD,16,true
E20ads v5,20,160,3.0148,1.7711,2.2888,1.045,1.9168,0.673,0.3015,0.1771,2.4465,1.2027,2.0718,0.828,AMD,20,true
E32ads v5,32,256,4.8238,2.8337,3.6619,1.6719,3.0668,1.0768,0.4824,0.2834,3.9144,1.9244,3.3148,1.3247,AMD,32,true
E48ads v5,48,384,7.2356,4.2505,5.4929,2.5077,4.6003,1.6152,0.7236,0.4251,5.8716,2.8865,4.9722,1.9871,AMD,48,true
E64ads v5,64,512,9.6475,5.6674,7.3239,3.3438,6.1337,2.1536,0.9648,0.5667,7.8289,3.8487,6.6296,2.6495,AMD,64,true
E96ads v5,96,672,14.4713,8.5011,10.9859,5.0156,9.2006,3.2304,1.4471,0.8501,11.7433,5.7731,9.9445,3.9742,AMD,96,true
E2a v4,2,16,0.2947,0.1703,0.2245,0.1002,0.1884,0.064,0.0295,0.017,0.2396,0.1152,0.205,0.0806,AMD,2,false
E4a v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,AMD,4,false
E8a v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,AMD,8,false
E16a v4,16,128,2.3578,1.3628,1.7963,0.8013,1.5074,0.5124,0.2358,0.1363,1.9165,0.9215,1.64,0.645,AMD,16,false
E20a v4,20,160,2.9473,1.7035,2.2454,1.0016,1.8843,0.6405,0.2947,0.1703,2.3957,1.1519,2.05,0.8062,AMD,20,false
E32a v4,32,256,4.7156,2.7255,3.5927,1.6026,3.0149,1.0248,0.4716,0.2726,3.8331,1.843,3.2801,1.29,AMD,32,false
E48a v4,48,384,7.0734,4.0883,5.389,2.4039,4.5223,1.5372,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,AMD,48,false
E64a v4,64,512,9.4312,5.4511,7.1853,3.2052,6.0297,2.0496,0.9431,0.5451,7.6662,3.686,6.5601,2.58,AMD,64,false
E96a v4,96,672,14.1468,8.1766,10.778,4.8078,9.0446,3.0744,1.4147,0.8177,11.4992,5.529,9.8402,3.87,AMD,96,false
E2as v4,2,16,0.2947,0.1703,0.2245,0.1002,0.1884,0.064,0.0295,0.017,0.2396,0.1152,0.205,0.0806,AMD,2,true
E4as v4,4,32,0.5895,0.3407,0.4491,0.2003,0.3769,0.1281,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,AMD,4,true
E8as v4,8,64,1.1789,0.6814,0.8982,0.4007,0.7537,0.2562,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,AMD,8,true
E16as v4,16,128,2.3578,1.3628,1.7963,0.8013,1.5074,0.5124,0.2358,0.1363,1.9165,0.9215,1.64,0.645,AMD,16,true
E20as v4,20,160,2.9473,1.7035,2.2454,1.0016,1.8843,0.6405,0.2947,0.1703,2.3957,1.1519,2.05,0.8062,AMD,20,true
E32as v4,32,256,4.7156,2.7255,3.5927,1.6026,3.0149,1.0248,0.4716,0.2726,3.8331,1.843,3.2801,1.29,AMD,32,true
E48as v4,48,384,7.0734,4.0883,5.389,2.4039,4.5223,1.5372,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,AMD,48,true
E64as v4,64,512,9.4312,5.4511,7.1853,3.2052,6.0297,2.0496,0.9431,0.5451,7.6662,3.686,6.5601,2.58,AMD,64,true
E96as v4,96,672,14.1468,8.1766,10.778,4.8078,9.0446,3.0744,1.4147,0.8177,11.4992,5.529,9.8402,3.87,AMD,96,true
E2d v5,2,16,0.3191,0.1947,0.2392,0.1148,0.1984,0.074,0.0319,0.0195,0.2563,0.1319,0.2154,0.091,Intel,2,false
E4d v5,4,32,0.6381,0.3894,0.4784,0.2296,0.3967,0.148,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,4,false
E8d v5,8,64,1.2762,0.7787,0.957,0.4594,0.7934,0.2959,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,8,false
E16d v5,16,128,2.5525,1.5574,1.9139,0.9189,1.5869,0.5918,0.2552,0.1557,2.05,1.055,1.7228,0.7278,Intel,16,false
E20d v5,20,160,3.1906,1.9468,2.3923,1.1485,1.9836,0.7398,0.3191,0.1947,2.5626,1.3188,2.1535,0.9097,Intel,20,false
E32d v5,32,256,5.105,3.1149,3.8279,1.8378,3.1737,1.1837,0.5105,0.3115,4.1001,2.11,3.4457,1.4556,Intel,32,false
E48d v5,48,384,7.6574,4.6723,5.7418,2.7567,4.7606,1.7755,0.7657,0.4672,6.1501,3.165,5.1685,2.1834,Intel,48,false
E64d v5,64,512,10.2099,6.2298,7.6557,3.6756,6.3474,2.3673,1.021,0.623,8.2002,4.2201,6.8913,2.9112,Intel,64,false
E96d v5,96,672,15.3149,9.3447,11.4836,5.5134,9.5212,3.551,1.5315,0.9345,12.3003,6.3301,10.337,4.3668,Intel,96,false
E104id v5,104,672,17.6037,11.136,13.0378,6.5701,10.6993,4.2316,1.7604,1.1136,14.0113,7.5435,11.6716,5.2039,Intel,104,false
E2ds v5,2,16,0.3191,0.1947,0.2392,0.1148,0.1984,0.074,0.0319,0.0195,0.2563,0.1319,0.2154,0.091,Intel,2,true
E4ds v5,4,32,0.6381,0.3894,0.4784,0.2296,0.3967,0.148,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,4,true
E8ds v5,8,64,1.2762,0.7787,0.957,0.4594,0.7934,0.2959,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,8,true
E16ds v5,16,128,2.5525,1.5574,1.9139,0.9189,1.5869,0.5918,0.2552,0.1557,2.05,1.055,1.7228,0.7278,Intel,16,true
E20ds v5,20,160,3.1906,1.9468,2.3923,1.1485,1.9836,0.7398,0.3191,0.1947,2.5626,1.3188,2.1535,0.9097,Intel,20,true
E32ds v5,32,256,5.105,3.1149,3.8279,1.8378,3.1737,1.1837,0.5105,0.3115,4.1001,2.11,3.4457,1.4556,Intel,32,true
E48ds v5,48,384,7.6574,4.6723,5.7418,2.7567,4.7606,1.7755,0.7657,0.4672,6.1501,3.165,5.1685,2.1834,Intel,48,true
E64ds v5,64,512,10.2099,6.2298,7.6557,3.6756,6.3474,2.3673,1.021,0.623,8.2002,4.2201,6.8913,2.9112,Intel,64,true
E96ds v5,96,672,15.3149,9.3447,11.4836,5.5134,9.5212,3.551,1.5315,0.9345,12.3003,6.3301,10.337,4.3668,Intel,96,true
E104ids v5,104,672,17.6037,11.136,13.0378,6.5701,10.6993,4.2316,1.7604,1.1136,14.0113,7.5435,11.6716,5.2039,Intel,104,true
E2 v5,2,16,0.2947,0.1703,0.2249,0.1005,0.1891,0.0647,0.0295,0.017,0.2396,0.1152,0.205,0.0806,Intel,2,false
E4 v5,4,32,0.5895,0.3407,0.4497,0.2009,0.3782,0.1295,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,4,false
E8 v5,8,64,1.1789,0.6814,0.8995,0.402,0.7564,0.2589,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,8,false
E16 v5,16,128,2.3578,1.3628,1.7991,0.8041,1.5129,0.5178,0.2358,0.1363,1.9165,0.9215,1.64,0.645,Intel,16,false
E20 v5,20,160,2.9473,1.7035,2.2488,1.005,1.8911,0.6473,0.2947,0.1703,2.3957,1.1519,2.05,0.8062,Intel,20,false
E32 v5,32,256,4.7156,2.7255,3.5981,1.608,3.0258,1.0357,0.4716,0.2726,3.8331,1.843,3.2801,1.29,Intel,32,false
E48 v5,48,384,7.0734,4.0883,5.3972,2.4121,4.5387,1.5536,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,Intel,48,false
E64 v5,64,512,9.4312,5.4511,7.1963,3.2161,6.0515,2.0714,0.9431,0.5451,7.6662,3.686,6.5601,2.58,Intel,64,false
E96 v5,96,672,14.1468,8.1766,10.7943,4.8241,9.0773,3.1071,1.4147,0.8177,11.4992,5.529,9.8402,3.87,Intel,96,false
E104i v5,104,672,16.2112,9.7435,12.2166,5.7489,10.1704,3.7026,1.6211,0.9744,13.0563,6.5886,11.0793,4.6116,Intel,104,false
E2s v5,2,16,0.2947,0.1703,0.2249,0.1005,0.1891,0.0647,0.0295,0.017,0.2396,0.1152,0.205,0.0806,Intel,2,true
E4s v5,4,32,0.5895,0.3407,0.4497,0.2009,0.3782,0.1295,0.0589,0.0341,0.4791,0.2304,0.41,0.1612,Intel,4,true
E8s v5,8,64,1.1789,0.6814,0.8995,0.402,0.7564,0.2589,0.1179,0.0681,0.9583,0.4607,0.82,0.3225,Intel,8,true
E16s v5,16,128,2.3578,1.3628,1.7991,0.8041,1.5129,0.5178,0.2358,0.1363,1.9165,0.9215,1.64,0.645,Intel,16,true
E20s v5,20,160,2.9473,1.7035,2.2488,1.005,1.8911,0.6473,0.2947,0.1703,2.3957,1.1519,2.05,0.8062,Intel,20,true
E32s v5,32,256,4.7156,2.7255,3.5981,1.608,3.0258,1.0357,0.4716,0.2726,3.8331,1.843,3.2801,1.29,Intel,32,true
E48s v5,48,384,7.0734,4.0883,5.3972,2.4121,4.5387,1.5536,0.7073,0.4088,5.7496,2.7645,4.9201,1.935,Intel,48,true
E64s v5,64,512,9.4312,5.4511,7.1963,3.2161,6.0515,2.0714,0.9431,0.5451,7.6662,3.686,6.5601,2.58,Intel,64,true
E96s v5,96,672,14.1468,8.1766,10.7943,4.8241,9.0773,3.1071,1.4147,0.8177,11.4992,5.529,9.8402,3.87,Intel,96,true
E104is v5,104,672,16.2112,9.7435,12.2166,5.7489,10.1704,3.7026,1.6211,0.9744,13.0563,6.5886,11.0793,4.6116,Intel,104,true
E2bds v5,2,16,0.3502,0.2258,0.2576,0.1332,0.2102,0.0858,0.035,0.0226,0.2771,0.1527,0.22,0.0956,Intel,2,true
E4bds v5,4,32,0.7003,0.4516,0.5151,0.2664,0.4203,0.1716,0.07,0.0452,0.5541,0.3053,0.44,0.1912,Intel,4,true
E8bds v5,8,64,1.4006,0.9031,1.0303,0.5327,0.8407,0.3432,0.1401,0.0903,1.1082,0.6107,0.8799,0.3824,Intel,8,true
E16bds v5,16,128,2.8012,1.8062,2.0607,1.0657,1.6814,0.6864,0.2801,0.1806,2.2164,1.2214,1.7598,0.7647,Intel,16,true
E32bds v5,32,256,5.6025,3.6124,4.1214,2.1313,3.3628,1.3727,0.5602,0.3612,4.4328,2.4427,3.5196,1.5295,Intel,32,true
E48bds v5,48,384,8.4037,5.4186,6.1821,3.197,5.0442,2.059,0.8404,0.5419,6.6492,3.6641,5.2794,2.2942,Intel,48,true
E64bds v5,64,512,11.205,7.2248,8.2428,4.2627,6.7256,2.7454,1.1205,0.7225,8.8656,4.8854,7.0391,3.059,Intel,64,true
E96bds v5,96,672,16.8074,10.8372,12.3642,6.394,10.0884,4.1181,1.6807,1.0837,13.2983,7.3281,10.5587,4.5885,Intel,96,true
E112ibds v5,112,672,20.8728,13.9075,15.1708,8.2055,12.2502,5.2849,2.0873,1.3908,16.3695,9.4043,12.8537,5.8884,Intel,112,true
E2bs v5,2,16,0.3258,0.2014,0.2432,0.1188,0.1949,0.0705,0.0326,0.0201,0.2606,0.1362,0.2097,0.0853,Intel,2,true
E4bs v5,4,32,0.6516,0.4029,0.4864,0.2377,0.3898,0.141,0.0652,0.0403,0.5212,0.2724,0.4193,0.1706,Intel,4,true
E8bs v5,8,64,1.3033,0.8058,0.9729,0.4753,0.7795,0.282,0.1303,0.0806,1.0424,0.5449,0.8387,0.3412,Intel,8,true
E16bs v5,16,128,2.6066,1.6115,1.9459,0.9508,1.5591,0.564,0.2607,0.1612,2.0847,1.0897,1.6774,0.6823,Intel,16,true
E32bs v5,32,256,5.2131,3.223,3.8916,1.9015,3.1181,1.1281,0.5213,0.3223,4.1695,2.1794,3.3547,1.3646,Intel,32,true
E48bs v5,48,384,7.8197,4.8346,5.8375,2.8524,4.6772,1.6921,0.782,0.4835,6.2542,3.2691,5.0321,2.047,Intel,48,true
E64bs v5,64,512,10.4262,6.4461,7.7834,3.8032,6.2363,2.2561,1.0426,0.6446,8.339,4.3588,6.7094,2.7293,Intel,64,true
E96bs v5,96,672,15.6394,9.6691,11.6749,5.7047,9.3544,3.3842,1.5639,0.9669,12.5085,6.5383,10.0641,4.0939,Intel,96,true
E112ibs v5,112,672,19.3734,12.4082,14.2865,7.3212,11.3083,4.3431,1.9373,1.2408,15.3557,8.3904,12.2189,5.2536,Intel,112,true
E2d v4,2,16,0.3191,0.1947,0.2389,0.1145,0.1976,0.0732,0.0319,0.0195,0.2563,0.1319,0.2154,0.091,Intel,2,false
E4d v4,4,32,0.6381,0.3894,0.4776,0.2289,0.3952,0.1464,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,4,false
E8d v4,8,64,1.2762,0.7787,0.9554,0.4579,0.7903,0.2928,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,8,false
E16d v4,16,128,2.5525,1.5574,1.9108,0.9158,1.5806,0.5856,0.2552,0.1557,2.05,1.055,1.7228,0.7278,Intel,16,false
E20d v4,20,160,3.1906,1.9468,2.3882,1.1444,1.9758,0.7321,0.3191,0.1947,2.5626,1.3188,2.1535,0.9097,Intel,20,false
E32d v4,32,256,5.105,3.1149,3.8217,1.8316,3.1613,1.1712,0.5105,0.3115,4.1001,2.11,3.4457,1.4556,Intel,32,false
E48d v4,48,384,7.6574,4.6723,5.7324,2.7473,4.7419,1.7568,0.7657,0.4672,6.1501,3.165,5.1685,2.1834,Intel,48,false
E64d v4,64,504,10.2099,6.2298,7.6432,3.6631,6.3225,2.3424,1.021,0.623,8.2002,4.2201,6.8913,2.9112,Intel,64,false
E2ds v4,2,16,0.3191,0.1947,0.2389,0.1145,0.1976,0.0732,0.0319,0.0195,0.2563,0.1319,0.2154,0.091,Intel,2,true
E4ds v4,4,32,0.6381,0.3894,0.4776,0.2289,0.3952,0.1464,0.0638,0.0389,0.5125,0.2638,0.4307,0.1819,Intel,4,true
E8ds v4,8,64,1.2762,0.7787,0.9554,0.4579,0.7903,0.2928,0.1276,0.0779,1.025,0.5275,0.8614,0.3639,Intel,8,true
E16ds v4,16,128,2.5525,1.5574,1.9108,0.9158,1.5806,0.5856,0.2552,0.1557,2.05,1.055,1.7228,0.7278,Intel,16,true
E20ds v4,20,160,3.1906,1.9468,2.3882,1.1444,1.9758,0.7321,0.3191,0.1947,2.5626,1.3188,2.1535,0.9097,Intel,20,true
E32ds v4,32,256,5.105,3.1149,3.8217,1.8316,3.1613,1.1712,0.5105,0.3115,4.1001,2.11,3.4457,1.4556,Intel,32,true
E48ds v4,48,384,7.6574,4.6723,5.7324,2.7473,4.7419,1.7568,0.7657,0.4672,6.1501,3.165,5.1685,2.1834,Intel,48,true
E64ds v4,64,504,10.2099,6.2298,7.6432,3.6631,6.3225,2.3424,1.021,0.623,8.2002,4.2201,6.8913,2.9112,Intel,64,true
E80ids v4,80,504,12.7624,7.7872,9.5527,4.5775,7.9034,2.9282,1.2762,0.7787,10.2502,5.2751,8.6142,3.639,Intel,80,true
EC2ads v5,2,16,0.3015,0.1771,0.2661,0.1417,0.2307,0.1063,0.211,0.124,0.2738,0.1494,0.2406,0.1163,AMD,2,true
EC4ads v5,4,32,0.603,0.3542,0.5321,0.2834,0.4613,0.2125,0.4221,0.2479,0.5475,0.2988,0.4813,0.2325,AMD,4,true
EC8ads v5,8,64,1.2059,0.7084,1.0642,0.5667,0.9225,0.425,0.8442,0.4959,1.0951,0.5975,0.9626,0.4651,AMD,8,true
EC16ads v5,16,128,2.4119,1.4168,2.1285,1.1334,1.8452,0.8501,1.6883,0.9918,2.1901,1.1951,1.9252,0.9302,AMD,16,true
EC20ads v5,20,160,3.0148,1.7711,2.6606,1.4168,2.3064,1.0626,2.1104,1.2397,2.7377,1.4939,2.4065,1.1627,AMD,20,true
EC32ads v5,32,192,4.8238,2.8337,4.2571,2.267,3.6903,1.7002,3.3766,1.9836,4.3803,2.3902,3.8504,1.8603,AMD,32,true
EC48ads v5,48,384,7.2356,4.2505,6.3855,3.4004,5.5355,2.5503,5.0649,2.9754,6.5704,3.5853,5.7756,2.7905,AMD,48,true
EC64ads v5,64,512,9.6475,5.6674,8.5141,4.534,7.3805,3.4004,6.7533,3.9672,8.7606,4.7804,7.7008,3.7206,AMD,64,true
EC96ads v5,96,672,14.4713,8.5011,12.771,6.8008,11.0708,5.1006,10.1299,5.9507,13.1409,7.1706,11.5512,5.5809,AMD,96,true
EC96iads v5,96,672,15.3216,9.3514,13.4512,7.4809,11.5809,5.6107,10.7252,6.546,13.8581,7.8879,12.1094,6.1392,AMD,96,true
EC2as v5,2,16,0.2771,0.1528,0.2466,0.1222,0.2161,0.0917,0.194,0.1069,0.2532,0.1288,0.2252,0.1009,AMD,2,true
EC4as v5,4,32,0.5543,0.3055,0.4932,0.2445,0.4321,0.1834,0.388,0.2139,0.5063,0.2576,0.4505,0.2018,AMD,4,true
EC8as v5,8,64,1.1086,0.6111,0.9864,0.4889,0.8642,0.3666,0.776,0.4278,1.0127,0.5151,0.901,0.4035,AMD,8,true
EC16as v5,16,128,2.2172,1.2222,1.9727,0.9777,1.7283,0.7333,1.552,0.8555,2.0253,1.0303,1.802,0.807,AMD,16,true
