INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
EC64ads v5,64,512,7.136,4.192,6.2977,3.3537,5.4592,2.5152,4.9952,2.9344,6.48,3.536,5.6961,2.7521,AMD,64,true
EC96ads v5,96,672,10.704,6.288,9.4464,5.0304,8.1888,3.7728,7.4928,4.4016,9.7199,5.3039,8.5441,4.1281,AMD,96,true
EC96iads v5,96,672,11.333,6.917,9.9495,5.5335,8.5661,4.1501,7.9331,4.8419,10.2505,5.8345,8.957,4.541,AMD,96,true
EC2as v5,2,16,0.205,0.113,0.1824,0.0904,0.1598,0.0678,0.1435,0.0791,0.1873,0.0953,0.1666,0.0746,AMD,2,true
EC4as v5,4,32,0.41,0.226,0.3648,0.1808,0.3196,0.1356,0.287,0.1582,0.3745,0.1905,0.3332,0.1492,AMD,4,true
EC8as v5,8,64,0.82,0.452,0.7296,0.3616,0.6392,0.2712,0.574,0.3164,0.749,0.381,0.6665,0.2985,AMD,8,true
EC16as v5,16,128,1.64,0.904,1.4592,0.7232,1.2784,0.5424,1.148,0.6328,1.4981,0.7621,1.3329,0.5969,AMD,16,true
EC20as v5,20,160,2.05,1.13,1.824,0.904,1.598,0.678,1.435,0.791,1.8726,0.9526,1.6661,0.7461,AMD,20,true
EC32as v5,32,192,3.28,1.808,2.9184,1.4464,2.5568,1.0848,2.296,1.2656,2.9961,1.5241,2.6658,1.1938,AMD,32,true
EC48as v5,48,384,4.92,2.712,4.3776,2.1696,3.8352,1.6272,3.444,1.8984,4.4942,2.2862,3.9987,1.7907,AMD,48,true
EC64as v5,64,512,6.56,3.616,5.8368,2.8928,5.1136,2.1696,4.592,2.5312,5.9923,3.0483,5.3316,2.3876,AMD,64,true
EC96as v5,96,672,9.84,5.424,8.7552,4.3392,7.6704,3.2544,6.888,3.7968,8.9884,4.5724,7.9975,3.5815,AMD,96,true
EC96ias v5,96,672,10.382,5.966,9.1892,4.7732,7.9958,3.5798,7.2674,4.1762,9.4453,5.0293,8.3554,3.9394,AMD,96,true
E2 v4,2,16,0.218,0.126,0.1661,0.0741,0.1394,0.0474,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,Intel,2,false
E4 v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,4,false
E8 v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,8,false
E16 v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,16,false
E32 v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,32,false
E48 v4,48,384,5.232,3.024,3.9861,1.7781,3.345,1.137,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,Intel,48,false
E64 v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,64,false
E2s v4,2,16,0.218,0.126,0.1661,0.0741,0.1394,0.0474,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,Intel,2,true
E4s v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,4,true
E8s v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,8,true
E16s v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,16,true
E20s v4,20,160,2.18,1.26,1.6609,0.7409,1.3937,0.4737,0.218,0.126,1.772,0.852,1.5164,0.5964,Intel,20,true
E32s v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,32,true
E48s v4,48,384,5.232,3.024,3.9861,1.7781,3.345,1.137,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,Intel,48,true
E64s v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,64,true
E80is v4,80,504,8.72,5.04,6.6435,2.9635,5.575,1.895,0.872,0.504,7.0881,3.4081,6.0654,2.3854,Intel,80,true
E2 v3,2,16,0.218,0.126,0.1702,0.0782,0.142,0.05,0.0218,0.0126,0.2011,0.1091,0.1781,0.0861,Intel,2,false
E4 v3,4,32,0.436,0.252,0.3404,0.1564,0.284,0.1,0.0436,0.0252,0.4023,0.2183,0.3562,0.1722,Intel,4,false
E8 v3,8,64,0.872,0.504,0.6808,0.3128,0.568,0.2,0.0872,0.0504,0.8045,0.4365,0.7125,0.3445,Intel,8,false
E16 v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,16,false
E20 v3,20,160,2.18,1.26,1.6609,0.7409,1.4175,0.4975,0.218,0.126,2.0113,1.0913,1.7812,0.8612,Intel,20,false
E32 v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,32,false
E48 v3,48,384,5.232,3.024,3.9861,1.7781,3.4019,1.1939,0.5232,0.3024,4.8271,2.6191,4.2749,2.0669,Intel,48,false
E64i v3,64,432,6.573,3.629,5.5162,2.5722,4.3767,1.4327,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,false
E64 v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,false
E2s v3,2,16,0.218,0.126,0.1702,0.0782,0.142,0.05,0.0218,0.0126,0.2011,0.1091,0.1781,0.0861,Intel,2,true
E4s v3,4,32,0.436,0.252,0.3404,0.1564,0.284,0.1,0.0436,0.0252,0.4023,0.2183,0.3562,0.1722,Intel,4,true
E8s v3,8,64,0.872,0.504,0.6808,0.3128,0.568,0.2,0.0872,0.0504,0.8045,0.4365,0.7125,0.3445,Intel,8,true
E16s v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,16,true
E20s v3,20,160,2.18,1.26,1.6609,0.7409,1.4175,0.4975,0.218,0.126,2.0113,1.0913,1.7812,0.8612,Intel,20,true
E32s v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,32,true
E48s v3,48,384,5.232,3.024,3.9861,1.7781,3.4019,1.1939,0.5232,0.3024,4.8271,2.6191,4.2749,2.0669,Intel,48,true
E64is v3,64,432,6.573,3.629,5.5162,2.5722,4.3767,1.4327,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,true
E64s v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,64,true
D11 v2,2,14,0.264,0.185,0.1801,0.0881,0.1503,0.0583,0.0344,0.0189,0.2522,0.1602,0.2185,0.1265,Intel,2,false
D12 v2,4,28,0.528,0.371,0.3604,0.1764,0.3006,0.1166,0.0687,0.0378,0.5053,0.3213,0.4376,0.2536,Intel,4,false
D13 v2,8,56,1.056,0.741,0.7207,0.3527,0.6013,0.2333,0.1375,0.0755,1.0098,0.6418,0.8745,0.5065,Intel,8,false
D14 v2,16,112,2.111,1.482,1.4417,0.7057,1.2026,0.4666,0.2749,0.151,2.0196,1.2836,1.749,1.013,Intel,16,false
D15i v2,20,140,2.639,1.853,N/A,N/A,N/A,N/A,0.3436,0.1888,2.5249,1.6049,2.1865,1.2665,Intel,20,false
D15 v2,20,140,2.639,1.853,1.8021,0.8821,1.5032,0.5832,0.3436,0.1888,2.5249,1.6049,2.1865,1.2665,Intel,20,false
DS11 v2,2,14,0.264,0.185,0.1801,0.0881,0.1503,0.0583,0.0344,0.0189,0.2522,0.1602,0.2185,0.1265,Intel,2,false
DS12 v2,4,28,0.528,0.371,0.3604,0.1764,0.3006,0.1166,0.0687,0.0378,0.5053,0.3213,0.4376,0.2536,Intel,4,false
DS13 v2,8,56,1.056,0.741,0.7207,0.3527,0.6013,0.2333,0.1375,0.0755,1.0098,0.6418,0.8745,0.5065,Intel,8,false
DS14 v2,16,112,2.111,1.482,1.4417,0.7057,1.2026,0.4666,0.2749,0.151,2.0196,1.2836,1.749,1.013,Intel,16,false
DS15i v2,20,140,2.639,1.853,N/A,N/A,N/A,N/A,0.3436,0.1888,2.5249,1.6049,2.1865,1.2665,Intel,20,false
DS15 v2,20,140,2.639,1.853,1.8021,0.8821,1.5032,0.5832,0.3436,0.1888,2.5249,1.6049,2.1865,1.2665,Intel,20,false
M8ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2107,0.1537,1.428,1.06,0.9056,0.5376,Intel,8,true
M16ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4214,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,16,true
M32ts,32,192,4.179,2.707,3.0287,1.5567,2.2293,0.7573,0.4179,0.2707,3.3396,1.8676,2.4192,0.9472,Intel,32,true
M32ls,32,256,4.345,2.873,3.1243,1.6523,2.2758,0.8038,0.4345,0.2873,3.4541,1.9821,2.4773,1.0053,Intel,32,true
M32ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8428,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,32,true
M64ls,64,512,8.359,5.415,6.058,3.114,4.459,1.515,0.8359,0.5415,6.6798,3.7358,4.8387,1.8947,Intel,64,true
M64,64,1000,9.613,6.669,6.7792,3.8352,4.8098,1.8658,0.9613,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,false
M64s,64,1024,9.613,6.669,6.7792,3.8352,4.8098,1.8658,0.9613,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,true
M64ms,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,64,true
M64m,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,64,false
M128s,128,2000,19.226,13.338,13.5583,7.6703,9.6195,3.7315,1.9226,1.3338,15.0899,9.2019,10.555,4.667,Intel,128,true
M128,128,2000,19.226,13.338,13.5583,7.6703,9.6195,3.7315,1.9226,1.3338,15.0899,9.2019,10.555,4.667,Intel,128,false
M128ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.5814,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,128,true
M128m,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.5814,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,128,false
M32dms v2,32,875,7.618,6.146,5.0465,3.5745,3.1978,1.7258,0.7618,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,32,true
M64ds v2,64,1024,9.613,6.669,6.8227,3.8787,4.8166,1.8726,0.9613,0.6669,7.5449,4.6009,5.2775,2.3335,Intel,64,true
M64dms v2,64,1792,13.284,10.34,8.9578,6.0138,5.8475,2.9035,1.3284,1.034,10.0776,7.1336,6.562,3.618,Intel,64,true
M128ds v2,128,2048,19.228,13.34,13.6466,7.7586,9.6339,3.7459,1.9228,1.334,15.0913,9.2033,10.5557,4.6677,Intel,128,true
M128dms v2,128,3892,32.578,26.69,21.411,15.523,13.3826,7.4946,3.2578,2.669,24.3014,18.4134,15.2268,9.3388,Intel,128,true
M192ids v2,192,2048,24.864,16.032,18.1561,9.3241,13.3338,4.5018,2.4864,1.6032,19.8925,11.0605,14.4416,5.6096,Intel,192,true
M192idms v2,192,4096,40.896,32.064,27.4803,18.6483,17.8355,9.0035,4.0896,3.2064,30.953,22.121,20.0512,11.2192,Intel,192,true
M32ms v2,32,875,7.513,6.041,4.9854,3.5134,3.1683,1.6963,0.7513,0.6041,5.6397,4.1677,3.5858,2.1138,Intel,32,true
M64s v2,64,1024,9.403,6.459,6.7003,3.7563,4.7576,1.8136,0.9403,0.6459,7.4001,4.4561,5.204,2.26,Intel,64,true
M64ms v2,64,1792,13.073,10.13,8.8353,5.8913,5.7884,2.8444,1.3073,1.013,9.9327,6.9887,6.4885,3.5445,Intel,64,true
M128s v2,128,2048,18.807,12.919,13.4018,7.5138,9.5157,3.6277,1.8807,1.2919,14.8008,8.9128,10.4084,4.5204,Intel,128,true
M128ms v2,128,3892,32.157,26.269,21.1662,15.2782,13.2644,7.3764,3.2157,2.6269,24.011,18.123,15.0795,9.1915,Intel,128,true
M192is v2,192,2048,24.444,15.611,17.9115,9.0795,13.2156,4.3836,2.4444,1.5611,19.602,10.77,14.2943,5.4623,Intel,192,true
M192ims v2,192,4096,40.476,31.643,27.2355,18.4035,17.7174,8.8854,4.0476,3.1643,30.6625,21.8305,19.9039,11.0719,Intel,192,true
M208s v2,208,2850,31.878,22.31,22.5432,12.9752,15.8319,6.2639,3.1878,2.231,24.9597,15.3917,17.3743,7.8063,Intel,208,true
M208ms v2,208,5700,54.188,44.62,35.5185,25.9505,22.0958,12.5278,5.4188,4.462,40.3513,30.7833,25.1805,15.6125,Intel,208,true
M416s v2,416,5700,68.716,49.58,47.9712,28.8352,33.0564,13.9204,6.8716,4.958,53.3412,34.2052,36.484,17.348,Intel,416,true
M416s_8_v2,416,7600,85.25,66.11,57.586,38.45,37.696,18.56,8.525,6.611,64.7453,45.6093,42.2679,23.1319,Intel,416,true
M416ms v2,416,11400,118.29,99.15,76.8005,57.6645,46.9741,27.8381,11.829,9.915,87.5396,68.4036,53.8286,34.6926,Intel,416,true
DS11-1 v2,2,14,0.264,0.185,0.1801,0.0881,0.1503,0.0583,0.0344,0.0189,0.2522,0.1602,0.2185,0.1265,Intel,1,false
DS12-1 v2,4,28,0.528,0.371,0.3604,0.1764,0.3006,0.1166,0.0687,0.0378,0.5053,0.3213,0.4376,0.2536,Intel,1,false
DS12-2 v2,4,28,0.528,0.371,0.3604,0.1764,0.3006,0.1166,0.0687,0.0378,0.5053,0.3213,0.4376,0.2536,Intel,2,false
E4-2ads v5,4,32,0.446,0.262,0.3386,0.1546,0.2835,0.0995,0.0446,0.0262,0.3619,0.1779,0.3065,0.1225,AMD,2,true
E4-2as v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,AMD,2,true
E4-2as v5,4,32,0.41,0.226,0.3173,0.1333,0.2699,0.0859,0.041,0.0226,0.3373,0.1533,0.291,0.107,AMD,2,true
E4-2ds v4,4,32,0.472,0.288,0.3533,0.1693,0.2923,0.1083,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,2,true
E4-2ds v5,4,32,0.472,0.288,0.3539,0.1699,0.2934,0.1094,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,2,true
E4-2s v3,4,32,0.436,0.252,0.3404,0.1564,0.284,0.1,0.0436,0.0252,0.4023,0.2183,0.3562,0.1722,Intel,2,true
E4-2s v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,2,true
E4-2s v5,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,2,true
DS13-2 v2,8,56,1.056,0.741,0.7207,0.3527,0.6013,0.2333,0.1375,0.0755,1.0098,0.6418,0.8745,0.5065,Intel,2,false
DS13-4 v2,8,56,1.056,0.741,0.7207,0.3527,0.6013,0.2333,0.1375,0.0755,1.0098,0.6418,0.8745,0.5065,Intel,4,false
E8-2ads v5,8,64,0.892,0.524,0.6771,0.3091,0.5671,0.1991,0.0892,0.0524,0.7239,0.3559,0.613,0.245,AMD,2,true
E8-2as v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,AMD,2,true
E8-2as v5,8,64,0.82,0.452,0.6347,0.2667,0.5398,0.1718,0.082,0.0452,0.6745,0.3065,0.582,0.214,AMD,2,true
E8-2ds v4,8,64,0.944,0.576,0.7067,0.3387,0.5846,0.2166,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,2,true
E8-2ds v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,2,true
E8-2s v3,8,64,0.872,0.504,0.6808,0.3128,0.568,0.2,0.0872,0.0504,0.8045,0.4365,0.7125,0.3445,Intel,2,true
E8-2s v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,2,true
E8-2s v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,2,true
E8-4ads v5,8,64,0.892,0.524,0.6771,0.3091,0.5671,0.1991,0.0892,0.0524,N/A,N/A,N/A,N/A,AMD,4,true
E8-4as v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,AMD,4,true
E8-4as v5,8,64,0.82,0.452,0.6347,0.2667,0.5398,0.1718,0.082,0.0452,0.6745,0.3065,0.582,0.214,AMD,4,true
E8-4ds v4,8,64,0.944,0.576,0.7067,0.3387,0.5846,0.2166,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,4,true
E8-4ds v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,4,true
E8-4s v3,8,64,0.872,0.504,0.6808,0.3128,0.568,0.2,0.0872,0.0504,0.8045,0.4365,0.7125,0.3445,Intel,4,true
E8-4s v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,4,true
E8-4s v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,4,true
M8-2ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2107,0.1537,1.428,1.06,0.9056,0.5376,Intel,2,true
M8-4ms,8,218.8,2.1069,1.5365,1.2516,0.8836,0.7979,0.4299,0.2107,0.1537,1.428,1.06,0.9056,0.5376,Intel,4,true
DS14-4 v2,16,112,2.111,1.482,1.4417,0.7057,1.2026,0.4666,0.2749,0.151,2.0196,1.2836,1.749,1.013,Intel,4,false
DS14-8 v2,16,112,2.111,1.482,1.4417,0.7057,1.2026,0.4666,0.2749,0.151,2.0196,1.2836,1.749,1.013,Intel,8,false
E16-4ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,4,true
E16-4as v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,4,true
E16-4as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,4,true
E16-4ds v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,4,true
E16-4ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,4,true
E16-4s v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,4,true
E16-4s v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,4,true
E16-4s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,4,true
E16-8ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,8,true
E16-8as v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,8,true
E16-8as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,8,true
E16-8ds v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,8,true
E16-8ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,8,true
E16-8s v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,8,true
E16-8s v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,8,true
E16-8s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,8,true
M16-4ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4214,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,4,true
M16-8ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4214,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,8,true
E32-16ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,16,true
E32-16as v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,16,true
E32-16as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,16,true
E32-16ds v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,16,true
E32-16ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,16,true
E32-16s v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,16,true
E32-16s v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,16,true
E32-16s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,16,true
E32-8ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,8,true
E32-8as v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,8,true
E32-8as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,8,true
E32-8ds v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,8,true
E32-8ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,8,true
E32-8s v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,8,true
E32-8s v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,8,true
E32-8s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,8,true
M32-16ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8428,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,16,true
M32-8ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8428,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,8,true
E64-16s v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,16,true
E64-32s v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,32,true
E64-16ds v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,16,true
E64-16s v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,16,true
E64-32ds v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,32,true
E64-32s v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,32,true
E64-16ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,16,true
E64-16as v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,16,true
E64-16as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,16,true
E64-16ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,16,true
E64-16s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,16,true
E64-32ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,32,true
E64-32as v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,32,true
E64-32as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,32,true
E64-32ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,32,true
E64-32s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,32,true
M64-16ms,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,16,true
M64-32ms,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,32,true
