INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
D16 v3,16,64,1.504,0.768,1.194,0.458,1.0308,0.2948,0.1504,0.0768,1.4012,0.6652,1.2609,0.5249,Intel,16,false
D32 v3,32,128,3.008,1.536,2.388,0.916,2.0616,0.5896,0.3008,0.1536,2.8023,1.3303,2.5219,1.0499,Intel,32,false
D48 v3,48,192,4.512,2.304,3.5365,1.3285,3.072,0.864,0.4512,0.2304,4.2035,1.9955,3.7828,1.5748,Intel,48,false
D64 v3,64,256,6.016,3.072,4.776,1.832,4.1232,1.1792,0.6016,0.3072,5.6047,2.6607,5.0437,2.0997,Intel,64,false
D2s v3,2,8,0.188,0.096,0.1492,0.0572,0.1288,0.0368,0.0188,0.0096,0.1752,0.0832,0.1576,0.0656,Intel,2,true
D4s v3,4,16,0.376,0.192,0.2985,0.1145,0.2577,0.0737,0.0376,0.0192,0.3503,0.1663,0.3152,0.1312,Intel,4,true
D8s v3,8,32,0.752,0.384,0.597,0.229,0.5154,0.1474,0.0752,0.0384,0.7006,0.3326,0.6305,0.2625,Intel,8,true
D16s v3,16,64,1.504,0.768,1.194,0.458,1.0308,0.2948,0.1504,0.0768,1.4012,0.6652,1.2609,0.5249,Intel,16,true
D32s v3,32,128,3.008,1.536,2.388,0.916,2.0616,0.5896,0.3008,0.1536,2.8023,1.3303,2.5219,1.0499,Intel,32,true
D48s v3,48,192,4.512,2.304,3.5365,1.3285,3.072,0.864,0.4512,0.2304,4.2035,1.9955,3.7828,1.5748,Intel,48,true
D64s v3,64,256,6.016,3.072,4.776,1.832,4.1232,1.1792,0.6016,0.3072,5.6047,2.6607,5.0437,2.0997,Intel,64,true
DC1s v3,1,8,0.142,0.096,0.1228,0.0768,0.1036,0.0576,0.0142,0.0096,0.1273,0.0813,0.1086,0.0626,Intel,1,true
DC2s v3,2,16,0.284,0.192,0.2457,0.1537,0.2072,0.1152,0.0284,0.0192,0.2546,0.1626,0.2171,0.1251,Intel,2,true
DC4s v3,4,32,0.568,0.384,0.4912,0.3072,0.4144,0.2304,0.0568,0.0384,0.5091,0.3251,0.4343,0.2503,Intel,4,true
DC8s v3,8,64,1.136,0.768,0.9824,0.6144,0.8288,0.4608,0.1136,0.0768,1.0183,0.6503,0.8685,0.5005,Intel,8,true
DC16s v3,16,128,2.272,1.536,1.9648,1.2288,1.6576,0.9216,0.2272,0.1536,2.0365,1.3005,1.737,1.001,Intel,16,true
DC24s v3,24,192,3.408,2.304,2.9472,1.8432,2.4864,1.3824,0.3408,0.2304,3.0548,1.9508,2.6055,1.5015,Intel,24,true
DC32s v3,32,256,4.544,3.072,3.9297,2.4577,3.3152,1.8432,0.4544,0.3072,4.0731,2.6011,3.474,2.002,Intel,32,true
DC48s v3,48,384,6.816,4.608,5.8944,3.6864,4.9728,2.7648,0.6816,0.4608,6.1096,3.9016,5.211,3.003,Intel,48,true
DC1ds v3,1,8,0.159,0.113,0.1364,0.0904,0.1138,0.0678,0.0159,0.0113,0.1416,0.0956,0.1194,0.0734,Intel,1,true
DC2ds v3,2,16,0.318,0.226,0.2728,0.1808,0.2276,0.1356,0.0318,0.0226,0.2831,0.1911,0.2388,0.1468,Intel,2,true
DC4ds v3,4,32,0.636,0.452,0.5456,0.3616,0.4552,0.2712,0.0636,0.0452,0.5662,0.3822,0.4776,0.2936,Intel,4,true
DC8ds v3,8,64,1.272,0.904,1.0912,0.7232,0.9104,0.5424,0.1272,0.0904,1.1324,0.7644,0.9552,0.5872,Intel,8,true
DC16ds v3,16,128,2.544,1.808,2.1824,1.4464,1.8208,1.0848,0.2544,0.1808,2.2648,1.5288,1.9103,1.1743,Intel,16,true
DC24ds v3,24,192,3.816,2.712,3.2736,2.1696,2.7312,1.6272,0.3816,0.2712,3.3973,2.2933,2.8654,1.7614,Intel,24,true
DC32ds v3,32,256,5.088,3.616,4.3648,2.8928,3.6416,2.1696,0.5088,0.3616,4.5297,3.0577,3.8206,2.3486,Intel,32,true
DC48ds v3,48,384,7.632,5.424,6.5472,4.3392,5.4624,3.2544,0.7632,0.5424,6.7945,4.5865,5.7309,3.5229,Intel,48,true
D1 v2,1,3.5,0.126,0.073,0.0768,0.0308,0.0662,0.0202,0.0164,0.0074,0.1092,0.0632,0.0959,0.0499,Intel,1,false
D2 v2,2,7,0.252,0.146,0.1538,0.0618,0.1324,0.0404,0.0328,0.0149,0.2185,0.1265,0.1918,0.0998,Intel,2,false
D3 v2,4,14,0.504,0.293,0.3075,0.1235,0.2648,0.0808,0.0656,0.0299,0.4378,0.2538,0.3843,0.2003,Intel,4,false
D4 v2,8,28,1.008,0.585,0.616,0.248,0.5287,0.1607,0.1312,0.0596,0.8747,0.5067,0.7679,0.3999,Intel,8,false
D5 v2,16,56,2.016,1.17,1.2319,0.4959,1.0575,0.3215,0.2625,0.1192,1.7493,1.0133,1.5357,0.7997,Intel,16,false
DS1 v2,1,3.5,0.126,0.073,0.0768,0.0308,0.0662,0.0202,0.0164,0.0074,0.1092,0.0632,0.0959,0.0499,Intel,1,false
DS2 v2,2,7,0.252,0.146,0.1538,0.0618,0.1324,0.0404,0.0328,0.0149,0.2185,0.1265,0.1918,0.0998,Intel,2,false
DS3 v2,4,14,0.504,0.293,0.3075,0.1235,0.2648,0.0808,0.0656,0.0299,0.4378,0.2538,0.3843,0.2003,Intel,4,false
DS4 v2,8,28,1.008,0.585,0.616,0.248,0.5287,0.1607,0.1312,0.0596,0.8747,0.5067,0.7679,0.3999,Intel,8,false
DS5 v2,16,56,2.016,1.17,1.2319,0.4959,1.0575,0.3215,0.2625,0.1192,1.7493,1.0133,1.5357,0.7997,Intel,16,false
DC1s v2,1,4,0.142,0.096,0.1228,0.0768,0.118,0.072,0.0142,0.0096,0.1259,0.0799,0.1052,0.0592,Intel,1,true
DC2s v2,2,8,0.284,0.192,0.2457,0.1537,0.236,0.144,0.0284,0.0192,0.2518,0.1598,0.2104,0.1184,Intel,2,true
DC4s v2,4,16,0.568,0.384,0.4912,0.3072,0.472,0.288,0.0568,0.0384,0.5036,0.3196,0.4209,0.2369,Intel,4,true
DC8 v2,8,32,1.136,0.768,0.9824,0.6144,0.944,0.576,0.1136,0.0768,1.0073,0.6393,0.8418,0.4738,Intel,8,false
F2s v2,2,4,0.163,0.0846,0.142,0.05,0.123,0.031,0.0163,0.0085,0.1492,0.0572,0.1291,0.0371,Intel,2,true
F4s v2,4,8,0.326,0.169,0.284,0.1,0.246,0.062,0.0326,0.0169,0.2983,0.1143,0.258,0.074,Intel,4,true
F8s v2,8,16,0.651,0.338,0.5679,0.1999,0.492,0.124,0.0651,0.0338,0.5965,0.2285,0.5161,0.1481,Intel,8,true
F16s v2,16,32,1.302,0.677,1.1359,0.3999,0.984,0.248,0.1302,0.0677,1.1937,0.4577,1.0326,0.2966,Intel,16,true
F32s v2,32,64,2.604,1.353,2.2718,0.7998,1.9679,0.4959,0.2604,0.1353,2.3868,0.9148,2.0648,0.5928,Intel,32,true
F48s v2,48,96,4.24,2.03,3.4075,1.1995,2.9403,0.7323,0.424,0.203,3.5805,1.3725,3.0973,0.8893,Intel,48,true
F64s v2,64,128,5.209,2.706,4.5435,1.5995,3.9358,0.9918,0.5209,0.2706,4.7735,1.8295,4.1295,1.1855,Intel,64,true
F72s v2,72,144,5.86,3.045,5.1113,1.7993,4.4281,1.1161,0.586,0.3045,5.3707,2.0587,4.646,1.334,Intel,72,true
F1,1,2,0.0957,0.0497,0.0769,0.0309,0.0654,0.0194,0.0125,0.0051,0.0891,0.0431,0.08,0.034,Intel,1,false
F2,2,4,0.192,0.099,0.1539,0.0619,0.1308,0.0388,0.025,0.0101,0.1777,0.0857,0.1597,0.0677,Intel,2,false
F4,4,8,0.383,0.199,0.3088,0.1248,0.2626,0.0786,0.0499,0.0203,0.3564,0.1724,0.32,0.136,Intel,4,false
F8,8,16,0.766,0.398,0.6157,0.2477,0.5252,0.1572,0.0997,0.0406,0.7127,0.3447,0.64,0.272,Intel,8,false
F16,16,32,1.532,0.796,1.2326,0.4966,1.0505,0.3145,0.1995,0.0811,1.4254,0.6894,1.2801,0.5441,Intel,16,false
F1s,1,2,0.0957,0.0497,0.0769,0.0309,0.0654,0.0194,0.0125,0.0051,0.0891,0.0431,0.08,0.034,Intel,1,true
F2s,2,4,0.192,0.099,0.1539,0.0619,0.1308,0.0388,0.025,0.0101,0.1777,0.0857,0.1597,0.0677,Intel,2,true
F4s,4,8,0.383,0.199,0.3088,0.1248,0.2626,0.0786,0.0499,0.0203,0.3564,0.1724,0.32,0.136,Intel,4,true
F8s,8,16,0.766,0.398,0.6157,0.2477,0.5252,0.1572,0.0997,0.0406,0.7127,0.3447,0.64,0.272,Intel,8,true
F16s,16,32,1.532,0.796,1.2326,0.4966,1.0505,0.3145,0.1995,0.0811,1.4254,0.6894,1.2801,0.5441,Intel,16,true
FX4mds,4,84,0.556,0.372,0.4035,0.2195,0.3179,0.1339,0.0556,0.0373,0.4937,0.3097,0.4135,0.2295,Intel,4,true
FX12mds,12,252,1.668,1.116,1.2105,0.6585,0.9538,0.4018,0.1668,0.112,1.481,0.929,1.2405,0.6885,Intel,12,true
FX24mds,24,504,3.336,2.232,2.4209,1.3169,1.9075,0.8035,0.3336,0.2241,2.9619,1.8579,2.4809,1.3769,Intel,24,true
FX36mds,36,756,5.004,3.348,3.6313,1.9753,2.8613,1.2053,0.5004,0.3361,4.4429,2.7869,3.7214,2.0654,Intel,36,true
FX48mds,48,1008,6.672,4.464,4.8418,2.6338,3.815,1.607,0.6672,0.4482,5.9238,3.7158,4.9618,2.7538,Intel,48,true
E2as v5,2,16,0.205,0.113,0.1587,0.0667,0.1349,0.0429,0.0205,0.0113,0.1686,0.0766,0.1455,0.0535,AMD,2,true
E4as v5,4,32,0.41,0.226,0.3173,0.1333,0.2699,0.0859,0.041,0.0226,0.3373,0.1533,0.291,0.107,AMD,4,true
E8as v5,8,64,0.82,0.452,0.6347,0.2667,0.5398,0.1718,0.082,0.0452,0.6745,0.3065,0.582,0.214,AMD,8,true
E16as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,16,true
E20as v5,20,160,2.05,1.13,1.5867,0.6667,1.3494,0.4294,0.205,0.113,1.6863,0.7663,1.4549,0.5349,AMD,20,true
E32as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,32,true
E48as v5,48,384,4.92,2.712,3.8081,1.6001,3.2386,1.0306,0.492,0.2712,4.047,1.839,3.4919,1.2839,AMD,48,true
E64as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,64,true
E96as v5,96,672,9.84,5.424,7.6161,3.2001,6.4771,2.0611,0.984,0.5424,8.094,3.678,6.9837,2.5677,AMD,96,true
E2ads v5,2,16,0.223,0.131,0.1693,0.0773,0.1418,0.0498,0.0223,0.0131,0.181,0.089,0.1532,0.0612,AMD,2,true
E4ads v5,4,32,0.446,0.262,0.3386,0.1546,0.2835,0.0995,0.0446,0.0262,0.3619,0.1779,0.3065,0.1225,AMD,4,true
E8ads v5,8,64,0.892,0.524,0.6771,0.3091,0.5671,0.1991,0.0892,0.0524,0.7239,0.3559,0.613,0.245,AMD,8,true
E16ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,16,true
E20ads v5,20,160,2.23,1.31,1.693,0.773,1.4178,0.4978,0.223,0.131,1.8096,0.8896,1.5324,0.6124,AMD,20,true
E32ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,32,true
E48ads v5,48,384,5.352,3.144,4.0629,1.8549,3.4027,1.1947,0.5352,0.3144,4.3431,2.1351,3.6778,1.4698,AMD,48,true
E64ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,64,true
E96ads v5,96,672,10.704,6.288,8.1259,3.7099,6.8054,2.3894,1.0704,0.6288,8.6862,4.2702,7.3556,2.9396,AMD,96,true
E2a v4,2,16,0.218,0.126,0.1661,0.0741,0.1394,0.0474,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,AMD,2,false
E4a v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,AMD,4,false
E8a v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,AMD,8,false
E16a v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,16,false
E20a v4,20,160,2.18,1.26,1.6609,0.7409,1.3937,0.4737,0.218,0.126,1.772,0.852,1.5164,0.5964,AMD,20,false
E32a v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,32,false
E48a v4,48,384,5.232,3.024,3.9861,1.7781,3.345,1.137,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,AMD,48,false
E64a v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,64,false
E96a v4,96,672,10.464,6.048,7.9722,3.5562,6.6901,2.2741,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,AMD,96,false
E2as v4,2,16,0.218,0.126,0.1661,0.0741,0.1394,0.0474,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,AMD,2,true
E4as v4,4,32,0.436,0.252,0.3322,0.1482,0.2788,0.0948,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,AMD,4,true
E8as v4,8,64,0.872,0.504,0.6644,0.2964,0.5575,0.1895,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,AMD,8,true
E16as v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,16,true
E20as v4,20,160,2.18,1.26,1.6609,0.7409,1.3937,0.4737,0.218,0.126,1.772,0.852,1.5164,0.5964,AMD,20,true
E32as v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,32,true
E48as v4,48,384,5.232,3.024,3.9861,1.7781,3.345,1.137,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,AMD,48,true
E64as v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,64,true
E96as v4,96,672,10.464,6.048,7.9722,3.5562,6.6901,2.2741,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,AMD,96,true
E2d v5,2,16,0.236,0.144,0.1769,0.0849,0.1467,0.0547,0.0236,0.0144,0.1896,0.0976,0.1593,0.0673,Intel,2,false
E4d v5,4,32,0.472,0.288,0.3539,0.1699,0.2934,0.1094,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,4,false
E8d v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,8,false
E16d v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,16,false
E20d v5,20,160,2.36,1.44,1.7695,0.8495,1.4672,0.5472,0.236,0.144,1.8955,0.9755,1.5929,0.6729,Intel,20,false
E32d v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,32,false
E48d v5,48,384,5.664,3.456,4.247,2.039,3.5213,1.3133,0.5664,0.3456,4.5491,2.3411,3.823,1.615,Intel,48,false
E64d v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,64,false
E96d v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,1.1328,0.6912,9.0982,4.6822,7.646,3.23,Intel,96,false
E104id v5,104,672,13.021,8.237,9.6437,4.8597,7.914,3.13,1.3021,0.8237,10.3637,5.5797,8.6332,3.8492,Intel,104,false
E2ds v5,2,16,0.236,0.144,0.1769,0.0849,0.1467,0.0547,0.0236,0.0144,0.1896,0.0976,0.1593,0.0673,Intel,2,true
E4ds v5,4,32,0.472,0.288,0.3539,0.1699,0.2934,0.1094,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,4,true
E8ds v5,8,64,0.944,0.576,0.7078,0.3398,0.5869,0.2189,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,8,true
E16ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,16,true
E20ds v5,20,160,2.36,1.44,1.7695,0.8495,1.4672,0.5472,0.236,0.144,1.8955,0.9755,1.5929,0.6729,Intel,20,true
E32ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,32,true
E48ds v5,48,384,5.664,3.456,4.247,2.039,3.5213,1.3133,0.5664,0.3456,4.5491,2.3411,3.823,1.615,Intel,48,true
E64ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,64,true
E96ds v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,1.1328,0.6912,9.0982,4.6822,7.646,3.23,Intel,96,true
E104ids v5,104,672,13.021,8.237,9.6437,4.8597,7.914,3.13,1.3021,0.8237,10.3637,5.5797,8.6332,3.8492,Intel,104,true
E2 v5,2,16,0.218,0.126,0.1663,0.0743,0.1399,0.0479,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,Intel,2,false
E4 v5,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,4,false
E8 v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,8,false
E16 v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,16,false
E20 v5,20,160,2.18,1.26,1.6634,0.7434,1.3988,0.4788,0.218,0.126,1.772,0.852,1.5164,0.5964,Intel,20,false
E32 v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,32,false
E48 v5,48,384,5.232,3.024,3.9921,1.7841,3.3571,1.1491,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,Intel,48,false
E64 v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,64,false
E96 v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,Intel,96,false
E104i v5,104,672,11.991,7.207,9.0363,4.2523,7.5227,2.7387,1.1991,0.7207,9.6574,4.8734,8.1951,3.4111,Intel,104,false
E2s v5,2,16,0.218,0.126,0.1663,0.0743,0.1399,0.0479,0.0218,0.0126,0.1772,0.0852,0.1516,0.0596,Intel,2,true
E4s v5,4,32,0.436,0.252,0.3326,0.1486,0.2798,0.0958,0.0436,0.0252,0.3544,0.1704,0.3033,0.1193,Intel,4,true
E8s v5,8,64,0.872,0.504,0.6654,0.2974,0.5595,0.1915,0.0872,0.0504,0.7088,0.3408,0.6065,0.2385,Intel,8,true
E16s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,16,true
E20s v5,20,160,2.18,1.26,1.6634,0.7434,1.3988,0.4788,0.218,0.126,1.772,0.852,1.5164,0.5964,Intel,20,true
E32s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,32,true
E48s v5,48,384,5.232,3.024,3.9921,1.7841,3.3571,1.1491,0.5232,0.3024,4.2528,2.0448,3.6393,1.4313,Intel,48,true
E64s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,64,true
E96s v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,Intel,96,true
E104is v5,104,672,11.991,7.207,9.0363,4.2523,7.5227,2.7387,1.1991,0.7207,9.6574,4.8734,8.1951,3.4111,Intel,104,true
E2bds v5,2,16,0.259,0.167,0.1905,0.0985,0.1555,0.0635,0.0259,0.0167,0.2049,0.1129,0.1627,0.0707,Intel,2,true
E4bds v5,4,32,0.518,0.334,0.381,0.197,0.3109,0.1269,0.0518,0.0334,0.4099,0.2259,0.3254,0.1414,Intel,4,true
E8bds v5,8,64,1.036,0.668,0.7621,0.3941,0.6218,0.2538,0.1036,0.0668,0.8197,0.4517,0.6508,0.2828,Intel,8,true
E16bds v5,16,128,2.072,1.336,1.5242,0.7882,1.2437,0.5077,0.2072,0.1336,1.6394,0.9034,1.3017,0.5657,Intel,16,true
E32bds v5,32,256,4.144,2.672,3.0485,1.5765,2.4874,1.0154,0.4144,0.2672,3.2788,1.8068,2.6033,1.1313,Intel,32,true
E48bds v5,48,384,6.216,4.008,4.5727,2.3647,3.731,1.523,0.6216,0.4008,4.9182,2.7102,3.905,1.697,Intel,48,true
E64bds v5,64,512,8.288,5.344,6.097,3.153,4.9747,2.0307,0.8288,0.5344,6.5576,3.6136,5.2067,2.2627,Intel,64,true
E96bds v5,96,672,12.432,8.016,9.1455,4.7295,7.4621,3.0461,1.2432,0.8016,9.8364,5.4204,7.81,3.394,Intel,96,true
E112ibds v5,112,672,15.439,10.287,11.2214,6.0694,9.0611,3.9091,1.5439,1.0287,N/A,N/A,N/A,N/A,Intel,112,true
E2bs v5,2,16,0.241,0.149,0.1799,0.0879,0.1442,0.0522,0.0241,0.0149,0.1928,0.1008,0.1551,0.0631,Intel,2,true
E4bs v5,4,32,0.482,0.298,0.3598,0.1758,0.2883,0.1043,0.0482,0.0298,0.3855,0.2015,0.3102,0.1262,Intel,4,true
E8bs v5,8,64,0.964,0.596,0.7196,0.3516,0.5766,0.2086,0.0964,0.0596,0.771,0.403,0.6204,0.2524,Intel,8,true
E16bs v5,16,128,1.928,1.192,1.4393,0.7033,1.1532,0.4172,0.1928,0.1192,1.542,0.806,1.2407,0.5047,Intel,16,true
E32bs v5,32,256,3.856,2.384,2.8785,1.4065,2.3064,0.8344,0.3856,0.2384,3.0841,1.6121,2.4814,1.0094,Intel,32,true
E48bs v5,48,384,5.784,3.576,4.3178,2.1098,3.4596,1.2516,0.5784,0.3576,4.6261,2.4181,3.7221,1.5141,Intel,48,true
E64bs v5,64,512,7.712,4.768,5.7571,2.8131,4.6128,1.6688,0.7712,0.4768,6.1681,3.2241,4.9628,2.0188,Intel,64,true
E96bs v5,96,672,11.568,7.152,8.6356,4.2196,6.9192,2.5032,1.1568,0.7152,9.2522,4.8362,7.4442,3.0282,Intel,96,true
E112ibs v5,112,672,14.33,9.178,10.5673,5.4153,8.3644,3.2124,1.433,0.9178,11.3582,6.2062,9.038,3.886,Intel,112,true
E2d v4,2,16,0.236,0.144,0.1767,0.0847,0.1462,0.0542,0.0236,0.0144,0.1896,0.0976,0.1593,0.0673,Intel,2,false
E4d v4,4,32,0.472,0.288,0.3533,0.1693,0.2923,0.1083,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,4,false
E8d v4,8,64,0.944,0.576,0.7067,0.3387,0.5846,0.2166,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,8,false
E16d v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,16,false
E20d v4,20,160,2.36,1.44,1.7665,0.8465,1.4615,0.5415,0.236,0.144,1.8955,0.9755,1.5929,0.6729,Intel,20,false
E32d v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,32,false
E48d v4,48,384,5.664,3.456,4.2401,2.0321,3.5075,1.2995,0.5664,0.3456,4.5491,2.3411,3.823,1.615,Intel,48,false
E64d v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,64,false
E2ds v4,2,16,0.236,0.144,0.1767,0.0847,0.1462,0.0542,0.0236,0.0144,0.1896,0.0976,0.1593,0.0673,Intel,2,true
E4ds v4,4,32,0.472,0.288,0.3533,0.1693,0.2923,0.1083,0.0472,0.0288,0.3791,0.1951,0.3186,0.1346,Intel,4,true
E8ds v4,8,64,0.944,0.576,0.7067,0.3387,0.5846,0.2166,0.0944,0.0576,0.7582,0.3902,0.6372,0.2692,Intel,8,true
E16ds v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,16,true
E20ds v4,20,160,2.36,1.44,1.7665,0.8465,1.4615,0.5415,0.236,0.144,1.8955,0.9755,1.5929,0.6729,Intel,20,true
E32ds v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,32,true
E48ds v4,48,384,5.664,3.456,4.2401,2.0321,3.5075,1.2995,0.5664,0.3456,4.5491,2.3411,3.823,1.615,Intel,48,true
E64ds v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,64,true
E80ids v4,80,504,9.44,5.76,7.0658,3.3858,5.8459,2.1659,0.944,0.576,7.5818,3.9018,6.3717,2.6917,Intel,80,true
EC2ads v5,2,16,0.223,0.131,0.1968,0.1048,0.1706,0.0786,0.1561,0.0917,0.2025,0.1105,0.178,0.086,AMD,2,true
EC4ads v5,4,32,0.446,0.262,0.3936,0.2096,0.3412,0.1572,0.3122,0.1834,0.405,0.221,0.356,0.172,AMD,4,true
EC8ads v5,8,64,0.892,0.524,0.7872,0.4192,0.6824,0.3144,0.6244,0.3668,0.81,0.442,0.712,0.344,AMD,8,true
EC16ads v5,16,128,1.784,1.048,1.5744,0.8384,1.3648,0.6288,1.2488,0.7336,1.62,0.884,1.424,0.688,AMD,16,true
EC20ads v5,20,160,2.23,1.31,1.968,1.048,1.706,0.786,1.561,0.917,2.025,1.105,1.78,0.86,AMD,20,true
EC32ads v5,32,192,3.568,2.096,3.1488,1.6768,2.7296,1.2576,2.4976,1.4672,3.24,1.768,2.848,1.376,AMD,32,true
EC48ads v5,48,384,5.352,3.144,4.7232,2.5152,4.0944,1.8864,3.7464,2.2008,4.86,2.652,4.272,2.064,AMD,48,true
